t_s,phase,joint,joint_index,command,pass_index,amplitude,direction,target_endpoint_deg,stop_reason,slew_deg,boom_deg,arm_deg,bucket_deg,slew_vel_deg_s,boom_vel_deg_s,arm_vel_deg_s,bucket_vel_deg_s,segment_id,progress_vel_deg_s,progress_vel_deg_s_med,joint_angle_deg,joint_vel_deg_s,forward_vel_deg_s,rate_per_command,source_segment_id,angle_bin_deg
5.976265,sweep,bucket,3,0.2,0,0.2,1,,,6.136747,-20.096996,86.459167,-113.634628,-0.118745,-0.186694,0.539631,6.586728,1,6.586728,6.586728,-113.634628,6.586728,6.586728,32.93364,1,-114.0
5.996968,sweep,bucket,3,0.2,0,0.2,1,,,6.137252,-20.088528,86.461815,-113.49617,0.024413,0.40908,0.128003,6.687803,1,6.687803,6.328053499999999,-113.49617,6.687803,6.687803,33.439015,1,-114.0
6.017769,sweep,bucket,3,0.2,0,0.2,1,,,6.137307,-20.086082,86.454742,-113.396828,0.002627,0.117559,-0.340197,4.775898,1,4.775898,6.586728,-113.396828,4.775898,4.775898,23.879489999999997,1,-114.0
6.038471,sweep,bucket,3,0.2,0,0.2,1,,,6.139916,-20.119728,86.460175,-113.281334,0.126029,-1.62518,0.262615,5.578927,1,5.578927,6.328053499999999,-113.281334,5.578927,5.578927,27.894635,1,-114.0
6.059176,sweep,bucket,3,0.2,0,0.2,1,,,6.141528,-20.121176,86.470337,-113.142525,0.077851,-0.069934,0.490857,6.703758,1,6.703758,6.586728,-113.142525,6.703758,6.703758,33.518789999999996,1,-114.0
6.07988,sweep,bucket,3,0.2,0,0.2,1,,,6.139438,-20.117775,86.478401,-113.016869,-0.100947,0.164287,0.389274,6.069379,1,6.069379,6.069379,-113.016869,6.069379,6.069379,30.346894999999996,1,-114.0
6.100652,sweep,bucket,3,0.2,0,0.2,1,,,6.140312,-20.113472,86.470093,-112.874718,0.042091,0.207167,-0.399866,6.843754,1,6.843754,5.578927,-112.874718,6.843754,6.843754,34.21877,1,-112.0
6.121353,sweep,bucket,3,0.2,0,0.2,1,,,6.142921,-20.117788,86.479927,-112.776253,0.126033,-0.208515,0.475098,4.756262,1,4.756262,6.069379,-112.776253,4.756262,4.756262,23.78131,1,-112.0
6.142083,sweep,bucket,3,0.2,0,0.2,1,,,6.143126,-20.102434,86.471436,-112.628716,0.009885,0.740691,-0.409884,7.117294,1,7.117294,6.658517,-112.628716,7.117294,7.117294,35.58647,1,-112.0
6.162791,sweep,bucket,3,0.2,0,0.2,1,,,6.143782,-20.09626,86.442963,-112.515663,0.031664,0.298167,-1.374736,5.459366,1,5.459366,6.069379,-112.515663,5.459366,5.459366,27.29683,1,-112.0
6.183504,sweep,bucket,3,0.2,0,0.2,1,,,6.141501,-20.098745,86.454765,-112.422562,-0.110138,-0.12003,0.569814,4.494542,1,4.494542,5.83632,-112.422562,4.494542,4.494542,22.47271,1,-112.0
6.20422,sweep,bucket,3,0.2,0,0.2,1,,,6.141678,-20.110889,86.464989,-112.28463,0.008572,-0.586226,0.493248,6.658517,1,6.658517,5.83632,-112.28463,6.658517,6.658517,33.292584999999995,1,-112.0
6.224893,sweep,bucket,3,0.2,0,0.2,1,,,6.14176,-20.111956,86.465233,-112.135109,0.003965,-0.051542,0.011894,7.2327,1,7.2327,5.83632,-112.135109,7.2327,7.2327,36.1635,1,-112.0
6.245648,sweep,bucket,3,0.2,0,0.2,1,,,6.142307,-20.112064,86.472061,-112.016418,0.026328,-0.005266,0.329095,5.718686,1,5.718686,5.718686,-112.016418,5.718686,5.718686,28.593429999999998,1,-112.0
6.266481,sweep,bucket,3,0.2,0,0.2,1,,,6.143891,-20.121517,86.473045,-111.894829,0.07606,-0.453739,0.04721,5.83632,1,5.83632,5.83632,-111.894829,5.83632,5.83632,29.181599999999996,1,-112.0
6.287224,sweep,bucket,3,0.2,0,0.2,1,,,6.143768,-20.136953,86.497063,-111.757156,-0.005927,-0.744159,1.157727,6.637171,1,6.637171,6.492931,-111.757156,6.637171,6.637171,33.185855,1,-112.0
6.307962,sweep,bucket,3,0.2,0,0.2,1,,,6.141897,-20.132486,86.480202,-111.657326,-0.090244,0.215399,-0.812852,4.813877,1,4.813877,6.178407,-111.657326,4.813877,4.813877,24.069384999999997,1,-112.0
6.328654,sweep,bucket,3,0.2,0,0.2,1,,,6.141528,-20.126204,86.487549,-111.561516,-0.017824,0.303665,0.355156,4.6299,1,4.6299,6.091599,-111.561516,4.6299,4.6299,23.1495,1,-112.0
6.349415,sweep,bucket,3,0.2,0,0.2,1,,,6.144288,-20.152908,86.483864,-111.421471,0.132918,-1.286405,-0.177662,6.745894,1,6.745894,6.091599,-111.421471,6.745894,6.745894,33.72947,1,-112.0
6.370125,sweep,bucket,3,0.2,0,0.2,1,,,6.143659,-20.152908,86.478348,-111.286995,-0.030341,0.0,-0.266471,6.492931,1,6.492931,6.091599,-111.286995,6.492931,6.492931,32.46465499999999,1,-112.0
6.39082,sweep,bucket,3,0.2,0,0.2,1,,,6.144096,-20.15295,86.472198,-111.159134,0.021123,-0.00198,-0.297039,6.178407,1,6.178407,5.859488,-111.159134,6.178407,6.178407,30.892035,1,-112.0
6.41155,sweep,bucket,3,0.2,0,0.2,1,,,6.140859,-20.145424,86.462715,-111.03286,-0.156178,0.363097,-0.457331,6.091599,1,6.091599,5.859488,-111.03286,6.091599,6.091599,30.457995,1,-112.0
6.432238,sweep,bucket,3,0.2,0,0.2,1,,,6.142757,-20.144043,86.481789,-110.914345,0.091778,0.066688,0.921742,5.728538,1,5.728538,6.091599,-110.914345,5.728538,5.728538,28.64269,1,-110.0
6.452976,sweep,bucket,3,0.2,0,0.2,1,,,6.138659,-20.111874,86.459602,-110.826874,-0.197623,1.551339,-1.069798,4.21793,1,4.21793,6.091599,-110.826874,4.21793,4.21793,21.08965,1,-110.0
6.473766,sweep,bucket,3,0.2,0,0.2,1,,,6.141364,-20.137035,86.465179,-110.705063,0.130101,-1.210337,0.268088,5.859488,1,5.859488,6.056976,-110.705063,5.859488,5.859488,29.297439999999998,1,-110.0
6.494456,sweep,bucket,3,0.2,0,0.2,1,,,6.140476,-20.133347,86.474083,-110.585991,-0.042912,0.178251,0.430443,5.754537,1,5.754537,6.029666,-110.585991,5.754537,5.754537,28.772685,1,-110.0
6.515203,sweep,bucket,3,0.2,0,0.2,1,,,6.14116,-20.157171,86.495911,-110.455711,0.032923,-1.148362,1.052227,6.279777,1,6.279777,5.859488,-110.455711,6.279777,6.279777,31.398885,1,-110.0
6.535893,sweep,bucket,3,0.2,0,0.2,1,,,6.141938,-20.151516,86.490692,-110.320801,0.037632,0.27333,-0.252203,6.520319,1,6.520319,5.859488,-110.320801,6.520319,6.520319,32.601594999999996,1,-110.0
6.556653,sweep,bucket,3,0.2,0,0.2,1,,,6.139479,-20.139946,86.483345,-110.195061,-0.118448,0.557364,-0.354028,6.056976,1,6.056976,6.001595,-110.195061,6.056976,6.056976,30.284879999999998,1,-110.0
6.577437,sweep,bucket,3,0.2,0,0.2,1,,,6.13922,-20.152103,86.502304,-110.069794,-0.012493,-0.585181,0.912619,6.029666,1,6.029666,6.001595,-110.069794,6.029666,6.029666,30.148329999999998,1,-110.0
6.598189,sweep,bucket,3,0.2,0,0.2,1,,,6.142225,-20.135712,86.48687,-109.98053,0.144765,0.789629,-0.743567,4.29953,1,4.29953,6.029666,-109.98053,4.29953,4.29953,21.497649999999997,1,-110.0
6.618886,sweep,bucket,3,0.2,0,0.2,1,,,6.14258,-20.127146,86.490585,-109.90715,0.01716,0.413817,0.179519,3.545497,1,3.545497,6.001595,-109.90715,3.545497,3.545497,17.727484999999998,1,-110.0
6.63963,sweep,bucket,3,0.2,0,0.2,1,,,6.141542,-20.146488,86.495422,-109.782646,-0.050046,-0.93244,0.23311,6.001595,1,6.001595,6.001595,-109.782646,6.001595,6.001595,30.007975,1,-110.0
6.660323,sweep,bucket,3,0.2,0,0.2,1,,,6.142293,-20.144318,86.49646,-109.6866,0.036308,0.104962,0.050171,4.641444,1,4.641444,4.641444,-109.6866,4.641444,4.641444,23.20722,1,-110.0
6.681022,sweep,bucket,3,0.2,0,0.2,1,,,6.142252,-20.135302,86.476212,-109.556404,-0.00198,0.43557,-0.978052,6.29002,1,6.29002,4.624195,-109.556404,6.29002,6.29002,31.4501,1,-110.0
6.701716,sweep,bucket,3,0.2,0,0.2,1,,,6.144055,-20.111259,86.472496,-109.47554,0.087137,1.161823,-0.179555,3.907621,1,3.907621,4.641444,-109.47554,3.907621,3.907621,19.538104999999998,1,-110.0
6.722401,sweep,bucket,3,0.2,0,0.2,1,,,6.144902,-20.121258,86.491676,-109.337486,0.040943,-0.483391,0.92716,6.674033,1,6.674033,6.001595,-109.337486,6.674033,6.674033,33.37016499999999,1,-110.0
6.743096,sweep,bucket,3,0.2,0,0.2,1,,,6.145298,-20.111095,86.490417,-109.274879,0.019143,0.491107,-0.060728,3.025194,1,3.025194,5.761811,-109.274879,3.025194,3.025194,15.125969999999999,1,-110.0
6.763781,sweep,bucket,3,0.2,0,0.2,1,,,6.144656,-20.127008,86.483917,-109.17923,-0.031039,-0.769378,-0.314355,4.624195,1,4.624195,5.761811,-109.17923,4.624195,4.624195,23.120975,1,-110.0
6.784472,sweep,bucket,3,0.2,0,0.2,1,,,6.145326,-20.118484,86.479546,-109.040894,0.03235,0.411967,-0.211265,6.685877,1,6.685877,5.761811,-109.040894,6.685877,6.685877,33.429384999999996,1,-110.0
6.805162,sweep,bucket,3,0.2,0,0.2,1,,,6.144834,-20.146734,86.50441,-108.908104,-0.02377,-1.365427,1.201682,6.418102,1,6.418102,5.761811,-108.908104,6.418102,6.418102,32.09051,1,-108.0
6.825878,sweep,bucket,3,0.2,0,0.2,1,,,6.144465,-20.128948,86.485779,-108.788742,-0.017804,0.858535,-0.899418,5.761811,1,5.761811,5.062609,-108.788742,5.761811,5.761811,28.809054999999997,1,-108.0
6.846572,sweep,bucket,3,0.2,0,0.2,1,,,6.146788,-20.121572,86.488533,-108.685471,0.11222,0.356463,0.133344,4.990483,1,4.990483,5.761811,-108.685471,4.990483,4.990483,24.952415,1,-108.0
6.867305,sweep,bucket,3,0.2,0,0.2,1,,,6.146692,-20.123976,86.490746,-108.556793,-0.004612,-0.115963,0.106739,6.206352,1,6.206352,5.900628,-108.556793,6.206352,6.206352,31.03176,1,-108.0
6.887996,sweep,bucket,3,0.2,0,0.2,1,,,6.147347,-20.134727,86.490036,-108.452042,0.031689,-0.519564,-0.034329,5.062609,1,5.062609,5.761811,-108.452042,5.062609,5.062609,25.313045,1,-108.0
6.908681,sweep,bucket,3,0.2,0,0.2,1,,,6.146173,-20.137678,86.495529,-108.375313,-0.056794,-0.142646,0.26548,3.709126,1,3.709126,5.474229,-108.375313,3.709126,3.709126,18.54563,1,-108.0
6.929364,sweep,bucket,3,0.2,0,0.2,1,,,6.148919,-20.139769,86.488647,-108.246147,0.132751,-0.101049,-0.332867,6.245223,1,6.245223,5.474229,-108.246147,6.245223,6.245223,31.226115,1,-108.0
6.950101,sweep,bucket,3,0.2,0,0.2,1,,,6.147006,-20.143606,86.505257,-108.123787,-0.092228,-0.185115,0.801068,5.900628,1,5.900628,5.474229,-108.123787,5.900628,5.900628,29.50314,1,-108.0
6.970784,sweep,bucket,3,0.2,0,0.2,1,,,6.146747,-20.125055,86.497581,-108.012253,-0.012549,0.896892,-0.371173,5.392581,1,5.392581,5.392581,-108.012253,5.392581,5.392581,26.962905,1,-108.0
6.991494,sweep,bucket,3,0.2,0,0.2,1,,,6.14646,-20.131653,86.490204,-107.89888,-0.013852,-0.318599,-0.356198,5.474229,1,5.474229,5.474229,-107.89888,5.474229,5.474229,27.371145,1,-108.0
7.012201,sweep,bucket,3,0.2,0,0.2,1,,,6.147539,-20.124619,86.486107,-107.782227,0.052117,0.339747,-0.197911,5.633869,1,5.633869,5.474229,-107.782227,5.633869,5.633869,28.169344999999996,1,-108.0
7.032902,sweep,bucket,3,0.2,0,0.2,1,,,6.147525,-20.116764,86.468239,-107.685974,-0.00066,0.379439,-0.863142,4.649615,1,4.649615,5.474229,-107.685974,4.649615,4.649615,23.248074999999996,1,-108.0
7.053616,sweep,bucket,3,0.2,0,0.2,1,,,6.149178,-20.109455,86.474846,-107.605949,0.079791,0.352795,0.319164,3.862944,1,3.862944,5.474229,-107.605949,3.862944,3.862944,19.31472,1,-108.0
7.07432,sweep,bucket,3,0.2,0,0.2,1,,,6.146405,-20.130766,86.474083,-107.489647,-0.133945,-1.029334,-0.03695,5.617787,1,5.617787,5.617787,-107.489647,5.617787,5.617787,28.088935,1,-108.0
7.095007,sweep,bucket,3,0.2,0,0.2,1,,,6.14508,-20.130096,86.478233,-107.377808,-0.06405,0.032355,0.200735,5.405969,1,5.405969,5.617787,-107.377808,5.405969,5.405969,27.029844999999998,1,-108.0
7.115697,sweep,bucket,3,0.2,0,0.2,1,,,6.1437,-20.130178,86.49411,-107.253059,-0.066685,-0.003962,0.767211,6.029407,1,6.029407,5.405969,-107.253059,6.029407,6.029407,30.147035,1,-108.0
7.136389,sweep,bucket,3,0.2,0,0.2,1,,,6.144424,-20.125479,86.495613,-107.134171,0.034989,0.227099,0.072619,5.745811,1,5.745811,5.617787,-107.134171,5.745811,5.745811,28.729055,1,-108.0
7.157074,sweep,bucket,3,0.2,0,0.2,1,,,6.144274,-20.1297,86.503807,-107.014061,-0.007264,-0.204063,0.39624,5.806561,1,5.806561,5.617787,-107.014061,5.806561,5.806561,29.032805,1,-108.0
7.177799,sweep,bucket,3,0.2,0,0.2,1,,,6.142894,-20.094702,86.48703,-106.955223,-0.066574,1.688741,-0.809436,2.838957,1,2.838957,5.73888,-106.955223,2.838957,2.838957,14.194785,1,-106.0
7.19849,sweep,bucket,3,0.2,0,0.2,1,,,6.145326,-20.12735,86.495232,-106.862045,0.117517,-1.577897,0.396125,4.503277,1,4.503277,5.73888,-106.862045,4.503277,4.503277,22.516384999999996,1,-106.0
7.219182,sweep,bucket,3,0.2,0,0.2,1,,,6.143441,-20.129946,86.497307,-106.733383,-0.091101,-0.125429,0.100344,6.217997,1,6.217997,5.73888,-106.733383,6.217997,6.217997,31.089985000000002,1,-106.0
7.239874,sweep,bucket,3,0.2,0,0.2,1,,,6.144315,-20.107761,86.487633,-106.635796,0.042251,1.072121,-0.467403,4.715946,1,4.715946,4.906157,-106.635796,4.715946,4.715946,23.579729999999998,1,-106.0
7.26063,sweep,bucket,3,0.2,0,0.2,1,,,6.145298,-20.116381,86.503784,-106.516685,0.047388,-0.415303,0.777952,5.73888,1,5.73888,4.715946,-106.516685,5.73888,5.73888,28.694399999999998,1,-106.0
7.28131,sweep,bucket,3,0.2,0,0.2,1,,,6.148413,-20.114195,86.499161,-106.415222,0.150603,0.105686,-0.223262,4.906157,1,4.906157,4.906157,-106.415222,4.906157,4.906157,24.530785,1,-106.0
7.302136,sweep,bucket,3,0.2,0,0.2,1,,,6.149588,-20.127609,86.504356,-106.274254,0.056417,-0.644198,0.249282,6.769651,1,6.769651,5.10536,-106.274254,6.769651,6.769651,33.848254999999995,1,-106.0
7.322853,sweep,bucket,3,0.2,0,0.2,1,,,6.148481,-20.105618,86.489326,-106.19339,-0.053406,1.06153,-0.725269,3.902934,1,3.902934,5.10536,-106.19339,3.902934,3.902934,19.51467,1,-106.0
7.34356,sweep,bucket,3,0.2,0,0.2,1,,,6.149957,-20.095236,86.496216,-106.12014,0.071246,0.501361,0.332482,3.537566,1,3.537566,5.10536,-106.12014,3.537566,3.537566,17.687829999999998,1,-106.0
7.364262,sweep,bucket,3,0.2,0,0.2,1,,,6.14997,-20.114634,86.502419,-106.01445,0.00066,-0.937005,0.299578,5.10536,1,5.10536,5.10536,-106.01445,5.10536,5.10536,25.526799999999998,1,-106.0
7.384966,sweep,bucket,3,0.2,0,0.2,1,,,6.151186,-20.13369,86.522987,-105.896324,0.058723,-0.920431,0.99367,5.705355,1,5.705355,5.10536,-105.896324,5.705355,5.705355,28.526774999999997,1,-106.0
7.405673,sweep,bucket,3,0.2,0,0.2,1,,,6.149902,-20.131668,86.51004,-105.783371,-0.062012,0.097636,-0.625397,5.455075,1,5.455075,5.084272,-105.783371,5.455075,5.455075,27.275374999999997,1,-106.0
7.426471,sweep,bucket,3,0.2,0,0.2,1,,,6.152497,-20.12048,86.509216,-105.67762,0.124792,0.537917,-0.039408,5.084272,1,5.084272,5.10536,-105.67762,5.084272,5.084272,25.42136,1,-106.0
7.447176,sweep,bucket,3,0.2,0,0.2,1,,,6.151855,-20.13201,86.520065,-105.562729,-0.031009,-0.556839,0.523851,5.549259,1,5.549259,5.26818,-105.562729,5.549259,5.549259,27.746295,1,-106.0
7.467922,sweep,bucket,3,0.2,0,0.2,1,,,6.151104,-20.118156,86.499161,-105.472092,-0.036216,0.667688,-1.007459,4.368948,1,4.368948,5.324854,-105.472092,4.368948,4.368948,21.844739999999998,1,-106.0
7.488628,sweep,bucket,3,0.2,0,0.2,1,,,6.149848,-20.107229,86.500145,-105.395523,-0.060692,0.527759,0.047498,3.697612,1,3.697612,5.26818,-105.395523,3.697612,3.697612,18.488059999999997,1,-106.0
7.50944,sweep,bucket,3,0.2,0,0.2,1,,,6.151609,-20.100945,86.507248,-105.285965,0.084738,0.302165,0.341578,5.26818,1,5.26818,5.26818,-105.285965,5.26818,5.26818,26.340899999999998,1,-106.0
7.530152,sweep,bucket,3,0.2,0,0.2,1,,,6.150571,-20.115179,86.522987,-105.167397,-0.050088,-0.686734,0.75923,5.720589,1,5.720589,5.26818,-105.167397,5.720589,5.720589,28.602945000000002,1,-106.0
7.550873,sweep,bucket,3,0.2,0,0.2,1,,,6.148085,-20.095263,86.497856,-105.05706,-0.119986,0.961203,-1.213041,5.324854,1,5.324854,5.230885,-105.05706,5.324854,5.324854,26.62427,1,-106.0
7.571583,sweep,bucket,3,0.2,0,0.2,1,,,6.148946,-20.085426,86.486702,-104.950485,0.041554,0.474902,-0.538222,5.146092,1,5.146092,5.26818,-104.950485,5.146092,5.146092,25.73046,1,-104.0
7.592286,sweep,bucket,3,0.2,0,0.2,1,,,6.149451,-20.097176,86.499329,-104.837006,0.024413,-0.56744,0.609668,5.481074,1,5.481074,5.324854,-104.837006,5.481074,5.481074,27.405369999999998,1,-104.0
7.613094,sweep,bucket,3,0.2,0,0.2,1,,,6.146979,-20.089729,86.491241,-104.76165,-0.118833,0.357811,-0.388668,3.621771,1,3.621771,5.334962,-104.76165,3.621771,3.621771,18.108855,1,-104.0
7.633914,sweep,bucket,3,0.2,0,0.2,1,,,6.150312,-20.102585,86.48616,-104.65274,0.160092,-0.617405,-0.244075,5.230885,1,5.230885,5.334962,-104.65274,5.230885,5.230885,26.154424999999996,1,-104.0
7.654663,sweep,bucket,3,0.2,0,0.2,1,,,6.15008,-20.107925,86.490669,-104.541626,-0.011192,-0.257409,0.217251,5.3549,1,5.3549,5.3549,-104.541626,5.3549,5.3549,26.774499999999996,1,-104.0
7.675475,sweep,bucket,3,0.2,0,0.2,1,,,6.149096,-20.128813,86.505669,-104.430595,-0.047259,-1.003587,0.720692,5.334962,1,5.334962,5.3549,-104.430595,5.334962,5.334962,26.674809999999997,1,-104.0
7.696187,sweep,bucket,3,0.2,0,0.2,1,,,6.14579,-20.117762,86.483208,-104.30101,-0.159609,0.53357,-1.084288,6.256422,1,6.256422,5.334962,-104.30101,6.256422,6.256422,31.282109999999996,1,-104.0
7.716908,sweep,bucket,3,0.2,0,0.2,1,,,6.147443,-20.132269,86.480637,-104.18573,0.079771,-0.700136,-0.123941,5.563507,1,5.563507,5.339693,-104.18573,5.563507,5.563507,27.817535,1,-104.0
7.73763,sweep,bucket,3,0.2,0,0.2,1,,,6.147334,-20.119167,86.47261,-104.070641,-0.005274,0.632168,-0.387607,5.554051,1,5.554051,5.339693,-104.070641,5.554051,5.554051,27.770255,1,-104.0
7.75834,sweep,bucket,3,0.2,0,0.2,1,,,6.145504,-20.107748,86.458344,-103.989754,-0.08839,0.551445,-0.688647,3.90563,1,3.90563,5.334962,-103.989754,3.90563,3.90563,19.52815,1,-104.0
7.77905,sweep,bucket,3,0.2,0,0.2,1,,,6.145257,-20.099989,86.469604,-103.929535,-0.011873,0.374653,0.543511,2.907848,1,2.907848,5.108491,-103.929535,2.907848,2.907848,14.53924,1,-104.0
7.799754,sweep,bucket,3,0.2,0,0.2,1,,,6.147388,-20.116491,86.473862,-103.818977,0.102927,-0.797028,0.205855,5.339693,1,5.339693,5.108491,-103.818977,5.339693,5.339693,26.698464999999995,1,-104.0
7.820545,sweep,bucket,3,0.2,0,0.2,1,,,6.146979,-20.129782,86.475723,-103.712769,-0.019711,-0.6393,0.089358,5.108491,1,5.108491,4.99627,-103.712769,5.108491,5.108491,25.542454999999997,1,-104.0
7.84125,sweep,bucket,3,0.2,0,0.2,1,,,6.147088,-20.107981,86.474792,-103.609322,0.005278,1.052958,-0.044863,4.99627,1,4.99627,4.580872,-103.609322,4.99627,4.99627,24.98135,1,-104.0
7.861973,sweep,bucket,3,0.2,0,0.2,1,,,6.149424,-20.100111,86.47184,-103.514397,0.112725,0.379707,-0.14239,4.580872,1,4.580872,4.769273,-103.514397,4.580872,4.580872,22.90436,1,-104.0
7.882787,sweep,bucket,3,0.2,0,0.2,1,,,6.150872,-20.085426,86.46228,-103.395546,0.069569,0.705533,-0.459417,5.709896,1,5.709896,4.99627,-103.395546,5.709896,5.709896,28.549479999999996,1,-104.0
7.903488,sweep,bucket,3,0.2,0,0.2,1,,,6.150407,-20.0982,86.47187,-103.308029,-0.022436,-0.616986,0.463235,4.22784,1,4.22784,4.811306,-103.308029,4.22784,4.22784,21.139199999999995,1,-104.0
7.924197,sweep,bucket,3,0.2,0,0.2,1,,,6.147717,-20.095932,86.469765,-103.230911,-0.129947,0.109499,-0.101583,3.723614,1,3.723614,4.769273,-103.230911,3.723614,3.723614,18.61807,1,-104.0
7.944896,sweep,bucket,3,0.2,0,0.2,1,,,6.149533,-20.103172,86.477989,-103.132187,0.08777,-0.34976,0.397274,4.769273,1,4.769273,4.769273,-103.132187,4.769273,4.769273,23.846365,1,-104.0
7.965742,sweep,bucket,3,0.2,0,0.2,1,,,6.14758,-20.094128,86.460396,-103.007156,-0.093715,0.43384,-0.844088,5.998398,1,5.998398,4.769273,-103.007156,5.998398,5.998398,29.991989999999998,1,-104.0
7.98645,sweep,bucket,3,0.2,0,0.2,1,,,6.147798,-20.078638,86.459465,-102.907516,0.010554,0.748015,-0.044855,4.811306,1,4.811306,4.741166,-102.907516,4.811306,4.811306,24.05653,1,-102.0
8.00723,sweep,bucket,3,0.2,0,0.2,1,,,6.149396,-20.076834,86.457909,-102.808998,0.076916,0.086777,-0.074944,4.741166,1,4.741166,4.769273,-102.808998,4.741166,4.741166,23.70583,1,-102.0
8.027937,sweep,bucket,3,0.2,0,0.2,1,,,6.14661,-20.066671,86.433487,-102.667503,-0.134578,0.490814,-1.179538,6.833138,1,6.833138,4.769273,-102.667503,6.833138,6.833138,34.16569,1,-102.0
8.048649,sweep,bucket,3,0.2,0,0.2,1,,,6.147812,-20.078747,86.445015,-102.594772,0.058039,-0.583025,0.556644,3.511669,1,3.511669,4.811306,-102.594772,3.511669,3.511669,17.558345,1,-102.0
8.069484,sweep,bucket,3,0.2,0,0.2,1,,,6.147498,-20.075823,86.447609,-102.514183,-0.01508,0.140314,0.124578,3.868135,1,3.868135,4.811306,-102.514183,3.868135,3.868135,19.340675,1,-102.0
8.090187,sweep,bucket,3,0.2,0,0.2,1,,,6.149642,-20.067968,86.455421,-102.412628,0.10359,0.37939,0.377411,4.905017,1,4.905017,4.905017,-102.412628,4.905017,4.905017,24.525084999999997,1,-102.0
8.110922,sweep,bucket,3,0.2,0,0.2,1,,,6.147511,-20.065893,86.455231,-102.318878,-0.102778,0.100143,-0.009224,4.521577,1,4.521577,4.905017,-102.318878,4.521577,4.521577,22.607884999999996,1,-102.0
8.152393,sweep,bucket,3,0.2,0,0.2,1,,,6.148905,-20.082394,86.470665,-102.105034,0.004604,0.061829,0.034203,5.136713,1,5.136713,4.905017,-102.105034,5.136713,5.136713,25.683565,1,-102.0
8.173097,sweep,bucket,3,0.2,0,0.2,1,,,6.145654,-20.084074,86.465775,-101.971382,-0.157026,-0.081152,-0.236198,6.454874,1,6.454874,4.905017,-101.971382,6.454874,6.454874,32.27437,1,-102.0
8.193809,sweep,bucket,3,0.2,0,0.2,1,,,6.14579,-20.09906,86.472168,-101.897865,0.006596,-0.723528,0.30867,3.549706,1,3.549706,5.090192,-101.897865,3.549706,3.549706,17.74853,1,-102.0
8.214513,sweep,bucket,3,0.2,0,0.2,1,,,6.149943,-20.069498,86.461678,-101.838379,0.20057,1.427742,-0.506703,2.872967,1,2.872967,5.136713,-101.838379,2.872967,2.872967,14.364835,1,-102.0
8.235228,sweep,bucket,3,0.2,0,0.2,1,,,6.150175,-20.077681,86.469055,-101.732941,0.011211,-0.395028,0.356119,5.090192,1,5.090192,5.136713,-101.732941,5.090192,5.090192,25.45096,1,-102.0
8.255935,sweep,bucket,3,0.2,0,0.2,1,,,6.149205,-20.093609,86.481377,-101.638481,-0.046837,-0.76918,0.595026,4.561647,1,4.561647,5.090192,-101.638481,4.561647,4.561647,22.808234999999996,1,-102.0
8.297352,sweep,bucket,3,0.2,0,0.2,1,,,6.149,-20.092367,86.465202,-101.416618,0.038259,-0.662936,0.001319,5.307778,1,5.307778,5.090192,-101.416618,5.307778,5.307778,26.53889,1,-102.0
8.318061,sweep,bucket,3,0.2,0,0.2,1,,,6.149082,-20.07984,86.462555,-101.300957,0.003958,0.604911,-0.127975,5.585366,1,5.585366,5.090192,-101.300957,5.585366,5.585366,27.926829999999995,1,-102.0
8.338878,sweep,bucket,3,0.2,0,0.2,1,,,6.147607,-20.06954,86.459633,-101.229996,-0.070869,0.494773,-0.140426,3.408619,1,3.408619,5.095937,-101.229996,3.408619,3.408619,17.043094999999997,1,-102.0
8.359581,sweep,bucket,3,0.2,0,0.2,1,,,6.147921,-20.062355,86.458267,-101.158096,0.015176,0.347072,-0.065983,3.473033,1,3.473033,5.150158,-101.158096,3.473033,3.473033,17.365164999999998,1,-102.0
8.380282,sweep,bucket,3,0.2,0,0.2,1,,,6.148618,-20.071917,86.450233,-101.052605,0.033654,-0.461917,-0.388011,5.095937,1,5.095937,5.150158,-101.052605,5.095937,5.095937,25.479685,1,-102.0
8.400997,sweep,bucket,3,0.2,0,0.2,1,,,6.146951,-20.071342,86.475555,-100.947487,-0.080451,0.027696,1.222591,5.074345,1,5.074345,5.095937,-100.947487,5.074345,5.074345,25.371724999999998,1,-100.0
8.421727,sweep,bucket,3,0.2,0,0.2,1,,,6.147101,-20.073938,86.471024,-100.836922,0.007249,-0.125209,-0.218786,5.333893,1,5.333893,5.074345,-100.836922,5.333893,5.333893,26.669465,1,-100.0
8.442438,sweep,bucket,3,0.2,0,0.2,1,,,6.145858,-20.078474,86.479195,-100.730255,-0.06002,-0.218973,0.394416,5.150158,1,5.150158,5.074345,-100.730255,5.150158,5.150158,25.75079,1,-100.0
8.463139,sweep,bucket,3,0.2,0,0.2,1,,,6.148058,-20.086451,86.474823,-100.60289,0.10624,-0.385368,-0.211161,6.152365,1,6.152365,5.074345,-100.60289,6.152365,6.152365,30.761824999999998,1,-100.0
8.483845,sweep,bucket,3,0.2,0,0.2,1,,,6.150585,-20.076084,86.468124,-100.529182,0.122052,0.500742,-0.323272,3.559625,1,3.559625,5.074345,-100.529182,3.559625,3.559625,17.798125,1,-100.0
8.504544,sweep,bucket,3,0.2,0,0.2,1,,,6.146487,-20.070892,86.471268,-100.458946,-0.19799,0.250788,0.151793,3.393223,1,3.393223,4.765113,-100.458946,3.393223,3.393223,16.966115,1,-100.0
