joint,angle_bin_deg,samples,source_curves,angle_deg,shape_factor,shape_factor_q25,shape_factor_q75,reference_rate_per_command,direction,universal_rate_per_command,shape_factor_raw,universal_rate_per_command_raw
bucket,-32.0,34,6,-32.0582285,1.2306407270939512,1.1814971646300885,1.3714263182868875,48.549629124999996,0,59.747150886531664,1.2653521660115117,61.432378372374316
bucket,-30.0,34,6,-29.990341,1.269068679579543,1.2310994062345002,1.4161539768323619,48.549629124999996,0,61.61281372774027,1.3224045918392702,64.20225248699356
bucket,-28.0,26,4,-28.063808,1.3056667314609938,1.2401078394495277,1.315381168570219,51.033953499999996,0,66.63333525987734,1.258842894297282,64.2437297313729
bucket,-26.0,23,5,-26.004939999999998,1.345097530078624,1.29902467680529,1.652771143419114,49.64665375,0,66.77959133579365,1.3133848109694164,65.20516095070782
bucket,-24.0,24,5,-23.9925205,1.3836421350769543,1.3293360009354176,1.6438532828166956,47.4526045,0,65.6574230053423,1.6243544905135636,77.07985120613914
bucket,-22.0,17,4,-22.162276499999997,1.4186593871268647,1.3697708531544117,1.5267955918929703,52.130978125,0,73.95610147713649,1.4419646669969326,75.17102851224
bucket,-20.0,20,4,-20.0535845,1.4592280284044659,1.4133957451408994,1.506275860774184,51.033953499999996,0,74.47017534749018,1.4265511523208405,72.80254517291318
bucket,-18.0,14,3,-18.001461,1.4995433058926717,1.4580153704809682,1.6197871666879828,47.4526045,0,71.15723542514748,1.4745818219524705,69.972748
bucket,-16.0,18,4,-16.083079,1.5387473912197418,1.5223917475225892,1.687344164379278,51.033953499999996,0,78.5283628117546,1.6028178733470795,81.79813281736374
bucket,-14.0,14,4,-14.00380275,1.5838229134967263,1.5317508474361938,1.6431532537289022,51.033953499999996,0,80.82874491962644,1.558331716719862,79.5278283686566
bucket,-12.0,13,3,-11.8944185,1.6331516160054287,1.5955721910212213,1.6218623339899711,54.6153025,0,89.19506953650033,1.6142567849262313,88.16312262142355
bucket,-10.0,7,2,-10.000383249999999,1.6809535993951665,1.6145340430101551,1.636564826803461,54.57391870833334,0,91.73622508587214,1.625549434906808,88.71260271698134
bucket,-8.0,12,3,-7.9823255,1.7355282903114113,1.7390394899010284,1.7524010204291085,54.6153025,0,94.78640257266555,1.7439989673972582,95.24903116408889
bucket,-6.0,7,2,-6.23943575,1.7853550370377433,1.815991390032027,1.8257650831831231,51.033953499999996,0,91.11372594117496,1.820878236607575,92.92661525619297
bucket,-4.0,11,3,-3.906158,1.8551068583432457,1.8553990809937992,1.8770792531215195,54.6153025,0,101.31722223824102,1.8691145672954939,102.0822575
bucket,-2.0,12,3,-1.638166,1.9251475344998163,1.9538902490019003,1.9685234442203239,54.6153025,0,105.14251495383665,1.9650820619367622,107.32355125
bucket,-0.0,6,2,0.2103425,1.9831202083803563,2.0190530068222294,2.0266308649249027,58.155267708333334,0,115.3288866161654,2.022841935873566,117.63891431237047
bucket,2.0,9,3,2.163776,2.0446540656484316,2.1006746826271323,2.1327004716716917,54.6153025,0,111.66940030324395,2.115429828480763,115.53483999999997
bucket,4.0,9,3,4.032994,2.1032654420024492,2.0931605655672776,2.1572049515398475,54.6153025,0,114.87047835275997,2.1276945458646868,116.20468125
bucket,6.0,6,2,6.254649499999999,2.171737051163844,2.2208324483547086,2.2240173970678656,51.033953499999996,0,110.83232768332273,2.222424922711287,113.4191301628889
bucket,10.0,7,3,9.693582,2.2723307896376577,2.4349693624303406,2.499444507053117,54.6153025,0,124.10403345612454,2.455281306003935,134.09593124999998
bucket,12.0,6,2,11.518369,2.321527465804053,2.4922301595101204,2.5284393451284,51.033953499999996,0,118.47672473881686,2.5103347523192605,128.11230701929514
bucket,14.0,6,2,14.154118,2.3858007453397256,2.612420609737729,2.6886430881561356,58.155267708333334,0,138.74688104397293,2.6505318489469323,154.14238924497258
bucket,16.0,2,1,16.326452500000002,2.432031269875675,2.7166772521909937,2.7166772521909937,61.69523291666667,0,150.04473565559638,2.7166772521909937,167.60603583333335
