joint,amplitude,direction,angle_bin_deg,samples,angle_deg,forward_vel_deg_s,rate_per_command
boom,0.4,1,-40.0,73,-40.063934,0.953559,2.3838975
boom,0.4,1,-38.0,69,-38.012077,-0.183454,-0.458635
boom,0.4,1,-36.0,75,-35.88353,0.896236,2.24059
boom,0.4,1,-34.0,73,-33.937622,0.119566,0.298915
boom,0.4,1,-32.0,70,-32.02569,0.6875629999999999,1.7189074999999998
boom,0.4,1,-30.0,77,-30.02282,1.236428,3.09107
boom,0.4,1,-28.0,80,-28.076482,1.627529,4.0688225
boom,0.4,1,-26.0,98,-26.031905000000002,1.539342,3.8483549999999997
boom,0.4,1,-24.0,86,-23.989522,1.7749865,4.43746625
boom,0.4,1,-22.0,92,-21.999321000000002,1.6915495,4.22887375
boom,0.4,1,-20.0,103,-20.06439,2.610299,6.5257475
boom,0.4,1,-18.0,85,-18.026056,1.676856,4.192139999999999
boom,0.4,1,-16.0,98,-16.09252,1.8764865,4.69121625
boom,0.4,1,-14.0,101,-13.963256,2.300805,5.752012499999999
boom,0.4,1,-12.0,102,-11.933952,2.080432,5.201079999999999
boom,0.4,1,-10.0,111,-9.963716,2.204481,5.5112025
boom,0.4,1,-8.0,116,-7.9418705,2.2875509999999997,5.7188775
boom,0.4,1,-6.0,116,-6.021959,2.1200645,5.3001612499999995
boom,0.4,1,-4.0,119,-4.046354,2.241404,5.60351
boom,0.4,1,-2.0,111,-2.026654,2.13275,5.331875
boom,0.4,1,-0.0,104,-0.09677,2.209263,5.5231575
boom,0.4,1,2.0,104,2.030342,2.1077745,5.26943625
boom,0.4,1,4.0,112,4.098701,2.250311,5.6257775
boom,0.4,1,6.0,88,6.0245335,2.1529249999999998,5.382312499999999
boom,0.4,1,8.0,101,8.100631,2.198383,5.4959575
boom,0.4,1,10.0,54,9.611947,2.2913055,5.72826375
boom,0.6,-1,-48.0,23,-47.972717,10.946935,18.244891666666668
boom,0.6,-1,-46.0,23,-46.075756,12.926145,21.543575
boom,0.6,-1,-44.0,25,-44.03233,11.380412,18.967353333333335
boom,0.6,-1,-42.0,24,-41.920297500000004,12.358512999999999,20.597521666666665
boom,0.6,-1,-40.0,25,-40.007626,11.286152,18.810253333333332
boom,0.6,-1,-38.0,24,-37.9919835,11.761835999999999,19.60306
boom,0.6,-1,-36.0,27,-36.034546,10.280182,17.133636666666668
boom,0.6,-1,-34.0,26,-34.025861500000005,10.707395,17.845658333333333
boom,0.6,-1,-32.0,27,-32.093433,10.972247,18.287078333333334
boom,0.6,-1,-30.0,29,-30.024048,10.142621,16.904368333333334
boom,0.6,-1,-28.0,28,-27.9886655,10.1438885,16.906480833333333
boom,0.6,-1,-26.0,28,-25.9963,9.698318,16.163863333333335
boom,0.6,-1,-24.0,30,-24.044655,9.5229445,15.871574166666665
boom,0.6,-1,-22.0,29,-21.992867,10.27632,17.127200000000002
boom,0.6,-1,-20.0,30,-20.016354,9.585974,15.976623333333333
boom,0.6,-1,-18.0,30,-17.992486,9.495360999999999,15.825601666666667
boom,0.6,-1,-16.0,31,-16.007858,9.265031,15.441718333333334
boom,0.6,-1,-14.0,31,-13.999769,9.143374,15.238956666666667
boom,0.6,-1,-12.0,31,-12.037402,9.39152,15.652533333333334
boom,0.6,-1,-10.0,33,-9.996487,9.17419,15.290316666666666
boom,0.6,-1,-8.0,32,-7.95551,8.936312999999998,14.893854999999999
boom,0.6,-1,-6.0,31,-6.03342,8.950187,14.916978333333333
boom,0.6,-1,-4.0,33,-4.02152,8.832057,14.720095000000002
boom,0.6,-1,-2.0,32,-1.9809389999999998,8.824759,14.707931666666667
boom,0.6,-1,-0.0,32,0.0034694999999999986,8.736987,14.561645000000002
boom,0.6,-1,2.0,33,2.041571,9.035007,15.058345000000001
boom,0.6,-1,4.0,31,4.065492,8.682026,14.470043333333335
boom,0.6,-1,6.0,33,5.984106,8.760921,14.601535
boom,0.6,-1,8.0,30,7.968671499999999,8.738398,14.563996666666668
boom,0.6,-1,10.0,33,9.938553,8.903658,14.83943
boom,0.6,-1,12.0,33,12.024055,8.934555,14.890925
boom,0.6,-1,14.0,30,14.0455045,8.954159,14.923598333333334
boom,0.6,-1,16.0,31,15.961618,9.163203,15.272005
boom,0.6,-1,18.0,31,17.939901,9.422352,15.70392
boom,0.6,-1,20.0,30,19.9983215,9.406994000000001,15.678323333333335
boom,0.6,-1,22.0,30,22.0052425,9.691314,16.15219
boom,0.6,-1,24.0,10,23.322553499999998,9.403475,15.672458333333335
boom,0.6,1,-44.0,4,-43.428711,10.77045,17.950750000000003
boom,0.6,1,-42.0,15,-41.743122,13.831614,23.052690000000002
boom,0.6,1,-40.0,23,-40.010399,12.706218,21.177030000000002
boom,0.6,1,-38.0,24,-37.9566365,12.556908,20.92818
boom,0.6,1,-36.0,25,-35.967407,10.790693,17.98448833333333
boom,0.6,1,-34.0,26,-33.976692,11.831005000000001,19.718341666666667
boom,0.6,1,-32.0,27,-31.920654,10.314926,17.191543333333335
boom,0.6,1,-30.0,27,-29.960487,10.127572,16.87928666666667
boom,0.6,1,-28.0,29,-28.016724,9.35231,15.587183333333332
boom,0.6,1,-26.0,29,-26.033661,10.010225,16.683708333333335
boom,0.6,1,-24.0,30,-23.973792,9.929179999999999,16.548633333333335
boom,0.6,1,-22.0,31,-22.023438,9.338061,15.563435
boom,0.6,1,-20.0,30,-19.9941075,10.150846999999999,16.918078333333334
boom,0.6,1,-18.0,31,-18.012793,9.514495,15.857491666666668
boom,0.6,1,-16.0,32,-15.979166,8.9779165,14.963194166666668
boom,0.6,1,-14.0,31,-13.983309,9.092483,15.154138333333334
boom,0.6,1,-12.0,32,-12.000054500000001,8.4546125,14.091020833333333
boom,0.6,1,-10.0,31,-10.063381,8.720154,14.533590000000002
boom,0.6,1,-8.0,32,-8.051570000000002,9.084413000000001,15.140688333333333
boom,0.6,1,-6.0,33,-6.001427,9.064958,15.108263333333335
boom,0.6,1,-4.0,31,-3.959146,9.016154,15.026923333333334
boom,0.6,1,-2.0,32,-1.9731934999999998,8.650618999999999,14.417698333333334
boom,0.6,1,-0.0,32,-0.013367,8.665093500000001,14.4418225
boom,0.6,1,2.0,32,2.0118799999999997,8.8532695,14.755449166666667
boom,0.6,1,4.0,32,4.0110695,9.101292,15.16882
boom,0.6,1,6.0,31,6.012151,8.811644,14.686073333333333
boom,0.6,1,8.0,33,7.994668,8.896847,14.828078333333332
boom,0.6,1,10.0,31,9.962158,8.938787,14.897978333333333
boom,0.6,1,12.0,32,11.9831295,9.054778500000001,15.0912975
boom,0.6,1,14.0,32,13.997843,8.817276,14.69546
boom,0.6,1,16.0,33,15.944679,9.02012,15.033533333333335
boom,0.6,1,18.0,31,18.06794,8.98955,14.982583333333332
boom,0.6,1,20.0,31,20.094538,9.384005,15.640008333333334
boom,0.6,1,22.0,29,22.026512,9.741167,16.235278333333337
boom,0.6,1,24.0,31,23.99765,9.86008,16.433466666666668
boom,0.6,1,26.0,29,25.960455,9.940996,16.568326666666668
boom,0.6,1,28.0,30,28.006192,9.519464,15.865773333333333
boom,0.8,-1,-52.0,15,-51.322105,2.804524,3.5056549999999995
boom,0.8,-1,-48.0,18,-48.046007,14.76881,18.4610125
boom,0.8,-1,-46.0,21,-46.024994,13.883348,17.354184999999998
boom,0.8,-1,-44.0,21,-43.981144,13.954741,17.443426249999998
boom,0.8,-1,-42.0,21,-41.927265,13.507474,16.8843425
boom,0.8,-1,-40.0,21,-40.011765,13.252265,16.56533125
boom,0.8,-1,-38.0,22,-38.052511,13.01013,16.262662499999998
boom,0.8,-1,-36.0,23,-35.931381,12.753857,15.942321249999999
boom,0.8,-1,-34.0,23,-34.060608,13.249498,16.5618725
boom,0.8,-1,-32.0,25,-31.963604,11.753318,14.6916475
boom,0.8,-1,-30.0,24,-29.9157905,11.924787,14.90598375
boom,0.8,-1,-28.0,24,-27.9080495,11.660709,14.57588625
boom,0.8,-1,-26.0,24,-25.9446905,11.373007000000001,14.21625875
boom,0.8,-1,-24.0,26,-23.9529115,11.239418,14.0492725
boom,0.8,-1,-22.0,25,-22.005749,11.209983,14.012478749999998
boom,0.8,-1,-20.0,25,-20.000513,11.049849,13.812311249999999
boom,0.8,-1,-18.0,27,-18.044416,10.839428,13.549285
boom,0.8,-1,-16.0,27,-16.001657,10.859003,13.573753749999998
boom,0.8,-1,-14.0,27,-13.98365,10.662855,13.32856875
boom,0.8,-1,-12.0,27,-11.959579,10.357529,12.94691125
boom,0.8,-1,-10.0,27,-9.986446,10.378088,12.97261
boom,0.8,-1,-8.0,27,-8.022453,10.261237,12.826546249999998
boom,0.8,-1,-6.0,29,-5.999979,10.195415,12.74426875
boom,0.8,-1,-4.0,27,-3.908808,10.267391,12.834238749999999
boom,0.8,-1,-2.0,28,-1.9514535,10.0447375,12.555921875
boom,0.8,-1,-0.0,27,0.010655,10.197164,12.746455000000001
boom,0.8,-1,2.0,27,1.92584,10.132176,12.665219999999998
boom,0.8,-1,4.0,30,3.9939394999999998,10.164931,12.70616375
boom,0.8,-1,6.0,27,6.052749,10.187727,12.73465875
boom,0.8,-1,8.0,27,8.00087,10.185969,12.73246125
boom,0.8,-1,10.0,27,9.965191,10.276877,12.84609625
boom,0.8,-1,12.0,28,11.939047,10.154164,12.692704999999998
boom,0.8,-1,14.0,26,13.951849,10.540202,13.175252500000001
boom,0.8,-1,16.0,27,15.931457,10.506741,13.13342625
boom,0.8,-1,18.0,27,17.958328,10.418564,13.023204999999999
boom,0.8,-1,20.0,27,19.978617,11.017725,13.77215625
boom,0.8,-1,22.0,21,21.827438,10.15621,12.695262499999998
boom,0.8,1,-38.0,5,-37.297749,21.007383,26.25922875
boom,0.8,1,-36.0,14,-35.991420500000004,20.518593000000003,25.648241249999998
boom,0.8,1,-34.0,15,-34.035145,18.655437,23.319296249999997
boom,0.8,1,-32.0,15,-32.034309,18.758211,23.447763749999996
boom,0.8,1,-30.0,15,-30.138468,18.502014,23.127517499999996
boom,0.8,1,-28.0,17,-27.927467,18.22204,22.777549999999998
boom,0.8,1,-26.0,15,-25.990044,17.644968,22.056209999999997
boom,0.8,1,-24.0,18,-23.954510499999998,16.8237815,21.029726874999998
boom,0.8,1,-22.0,15,-21.935589,17.433638,21.792047499999995
boom,0.8,1,-20.0,18,-20.006525,16.595252000000002,20.744065
boom,0.8,1,-18.0,16,-18.0202035,16.5292885,20.661610625
boom,0.8,1,-16.0,18,-16.044946500000002,16.3011235,20.376404375
boom,0.8,1,-14.0,17,-14.031831,15.903512,19.879389999999997
boom,0.8,1,-12.0,18,-12.047934,16.0107705,20.013463124999998
boom,0.8,1,-10.0,18,-10.030439999999999,15.614954000000001,19.5186925
boom,0.8,1,-8.0,18,-8.022378,15.844437500000002,19.805546874999997
boom,0.8,1,-6.0,19,-5.961279,15.515105,19.39388125
boom,0.8,1,-4.0,18,-3.9262930000000003,15.360334,19.2004175
boom,0.8,1,-2.0,19,-1.926796,15.078732,18.848415
boom,0.8,1,-0.0,18,-0.015559000000000002,15.291178,19.1139725
boom,0.8,1,2.0,19,1.950347,15.118962,18.8987025
boom,0.8,1,4.0,19,4.034934,15.237402,19.046752499999997
boom,0.8,1,6.0,18,5.984386,15.031524999999998,18.78940625
boom,0.8,1,8.0,20,7.9948250000000005,15.242051,19.052563749999997
boom,0.8,1,10.0,18,10.0114725,15.275229,19.09403625
boom,0.8,1,12.0,19,12.012212,14.883923,18.60490375
boom,0.8,1,14.0,18,14.056201,15.582821,19.478526249999998
boom,0.8,1,16.0,18,16.043485,15.708155999999999,19.635195
boom,0.8,1,18.0,18,17.9925135,15.888796,19.860995
boom,0.8,1,20.0,17,19.985664,15.694284,19.617855
boom,0.8,1,22.0,17,21.951859,15.745723,19.682153749999998
boom,0.8,1,24.0,18,23.92344,16.470391499999998,20.587989375
boom,0.8,1,26.0,18,26.017671,16.357028999999997,20.446286249999996
boom,0.8,1,28.0,22,28.360679,16.188554500000002,20.235693124999997
boom,1.0,-1,-52.0,20,-51.58806800000001,-16.447663499999997,-16.447663499999997
boom,1.0,-1,-48.0,18,-48.042461,16.185288,16.185288
boom,1.0,-1,-46.0,18,-46.004484,15.300083,15.300083
boom,1.0,-1,-44.0,20,-43.982359,15.042600499999999,15.042600499999999
boom,1.0,-1,-42.0,18,-41.973791500000004,14.5831205,14.5831205
boom,1.0,-1,-40.0,21,-40.020058,14.434704,14.434704
boom,1.0,-1,-38.0,21,-37.921467,13.925858,13.925858
boom,1.0,-1,-36.0,21,-35.902763,13.345649,13.345649
boom,1.0,-1,-34.0,20,-33.9501705,13.258202,13.258202
boom,1.0,-1,-32.0,21,-32.062557,12.978106,12.978106
boom,1.0,-1,-30.0,23,-30.029827,12.61805,12.61805
boom,1.0,-1,-28.0,22,-28.026579499999997,12.5308205,12.5308205
boom,1.0,-1,-26.0,24,-25.9809935,12.280526,12.280526
boom,1.0,-1,-24.0,22,-24.0148685,12.1543915,12.1543915
boom,1.0,-1,-22.0,24,-22.019347,12.189302000000001,12.189302000000001
boom,1.0,-1,-20.0,24,-19.995296000000003,11.663312999999999,11.663312999999999
boom,1.0,-1,-18.0,25,-17.942482,11.71091,11.71091
boom,1.0,-1,-16.0,24,-15.946666500000001,11.720979,11.720979
boom,1.0,-1,-14.0,24,-13.9858565,11.5516915,11.5516915
boom,1.0,-1,-12.0,24,-12.0508845,11.4464465,11.4464465
boom,1.0,-1,-10.0,26,-9.9809075,11.1357115,11.1357115
boom,1.0,-1,-8.0,25,-8.023464,11.198916,11.198916
boom,1.0,-1,-6.0,25,-6.015634,11.064151,11.064151
boom,1.0,-1,-4.0,25,-4.068716,11.044433,11.044433
boom,1.0,-1,-2.0,26,-2.026244,11.152792,11.152792
boom,1.0,-1,-0.0,25,-0.011024,11.341674,11.341674
boom,1.0,-1,2.0,26,1.9620535000000001,11.154482999999999,11.154482999999999
boom,1.0,-1,4.0,26,4.043731,10.7929435,10.7929435
boom,1.0,-1,6.0,25,6.009815,10.845833,10.845833
boom,1.0,-1,8.0,26,7.991396,11.227917999999999,11.227917999999999
boom,1.0,-1,10.0,24,9.983072,11.3144885,11.3144885
boom,1.0,-1,12.0,26,12.016918,11.355833,11.355833
boom,1.0,-1,14.0,25,14.009783,11.466191,11.466191
boom,1.0,-1,16.0,24,16.015563,11.581756500000001,11.581756500000001
boom,1.0,-1,18.0,25,17.981714,11.540852,11.540852
boom,1.0,-1,20.0,24,20.0541105,11.8297125,11.8297125
boom,1.0,-1,22.0,12,21.505723,11.707728,11.707728
boom,1.0,1,-36.0,12,-35.9328385,21.221265000000002,21.221265000000002
boom,1.0,1,-34.0,14,-33.9927695,20.1827395,20.1827395
boom,1.0,1,-32.0,15,-31.99789,19.674273,19.674273
boom,1.0,1,-30.0,14,-29.978313,19.309503499999998,19.309503499999998
boom,1.0,1,-28.0,15,-28.115885,18.479544,18.479544
boom,1.0,1,-26.0,16,-26.019454,18.74816,18.74816
boom,1.0,1,-24.0,16,-23.942086,17.7105665,17.7105665
boom,1.0,1,-22.0,16,-21.921027000000002,17.894928,17.894928
boom,1.0,1,-20.0,15,-20.00703,17.030573,17.030573
boom,1.0,1,-18.0,18,-17.945597,17.1754485,17.1754485
boom,1.0,1,-16.0,15,-15.886186,17.259678,17.259678
boom,1.0,1,-14.0,16,-14.1241065,17.1693195,17.1693195
boom,1.0,1,-12.0,18,-12.012369,16.6389085,16.6389085
boom,1.0,1,-10.0,17,-9.987785,16.710934,16.710934
boom,1.0,1,-8.0,17,-7.984613,16.318428,16.318428
boom,1.0,1,-6.0,17,-5.890847,16.783663,16.783663
boom,1.0,1,-4.0,18,-3.981618,16.270424,16.270424
boom,1.0,1,-2.0,17,-1.99865,16.12376,16.12376
boom,1.0,1,-0.0,18,0.0496145,16.040429500000002,16.040429500000002
boom,1.0,1,2.0,17,2.083276,16.119797,16.119797
boom,1.0,1,4.0,17,3.987533,15.886213,15.886213
boom,1.0,1,6.0,18,6.0123145000000005,16.079615999999998,16.079615999999998
boom,1.0,1,8.0,18,8.0272,16.019464499999998,16.019464499999998
boom,1.0,1,10.0,16,9.9385255,16.6221685,16.6221685
boom,1.0,1,12.0,17,11.976723,16.287983,16.287983
boom,1.0,1,14.0,18,13.946952,16.564473,16.564473
boom,1.0,1,16.0,17,16.026819,16.556181,16.556181
boom,1.0,1,18.0,17,18.00461,16.689522,16.689522
boom,1.0,1,20.0,16,19.9981785,17.157680499999998,17.157680499999998
boom,1.0,1,22.0,16,21.9313615,17.312027999999998,17.312027999999998
boom,1.0,1,24.0,17,23.88924,17.649813,17.649813
boom,1.0,1,26.0,16,26.038592,17.621270000000003,17.621270000000003
boom,1.0,1,28.0,21,28.346663,17.585051,17.585051
bucket,0.2,1,-114.0,6,-113.339081,6.328053499999999,31.640267499999997
bucket,0.2,1,-112.0,16,-111.9556235,6.135003,30.675015000000002
bucket,0.2,1,-110.0,18,-109.94384,5.8070125,29.0350625
bucket,0.2,1,-108.0,18,-107.9555665,5.625828,28.12914
bucket,0.2,1,-106.0,19,-106.01445,5.10536,25.526799999999998
bucket,0.2,1,-104.0,20,-103.9596445,5.1884885,25.9424425
bucket,0.2,1,-102.0,18,-101.9346235,4.776236,23.88118
bucket,0.2,1,-100.0,9,-100.529182,4.765113,23.825565
bucket,0.2,1,-98.0,5,-98.59568,3.521936,17.60968
bucket,0.2,1,-38.0,2,-37.6251755,3.2787625,16.3938125
bucket,0.2,1,-30.0,7,-29.559021,3.079545,15.397725
bucket,0.2,1,-26.0,18,-25.846015,4.7349274999999995,23.6746375
bucket,0.2,1,-24.0,5,-24.678114,4.776746,23.88373
bucket,0.2,1,-14.0,9,-13.982926,10.800903,54.004515
bucket,0.2,1,-12.0,8,-12.0311385,11.440383,57.201915
bucket,0.2,1,-10.0,9,-10.007894,11.825253,59.126265
bucket,0.2,1,-8.0,8,-8.015049,12.397587,61.98793499999999
bucket,0.2,1,-6.0,8,-5.955884,12.2875115,61.4375575
bucket,0.2,1,-4.0,7,-4.105941,13.262039,66.310195
bucket,0.2,1,-2.0,8,-2.086964,13.0126805,65.0634025
bucket,0.2,1,-0.0,7,-0.03411,13.561921,67.80960499999999
bucket,0.2,1,2.0,7,1.989894,13.977061,69.885305
bucket,0.2,1,4.0,6,3.8602179999999997,14.721819,73.609095
bucket,0.2,1,6.0,7,5.883333,16.303455,81.517275
bucket,0.2,1,8.0,6,8.026435,15.953402,79.76701
bucket,0.2,1,10.0,6,10.020454,16.910211500000003,84.5510575
bucket,0.2,1,12.0,6,12.0638345,17.788480999999997,88.94240499999998
bucket,0.2,1,14.0,5,14.002419,18.4951,92.4755
bucket,0.2,1,16.0,5,15.954242,17.878035,89.390175
bucket,0.2,1,18.0,6,18.0842905,18.8400375,94.2001875
bucket,0.4,-1,-114.0,13,-114.153549,4.550347,11.3758675
bucket,0.4,-1,-112.0,19,-112.012032,4.818075,12.0451875
bucket,0.4,-1,-110.0,18,-110.154213,4.698100999999999,11.7452525
bucket,0.4,-1,-108.0,26,-107.81363300000001,4.4070025,11.01750625
bucket,0.4,-1,-106.0,25,-105.996902,4.368612,10.921529999999999
bucket,0.4,-1,-104.0,7,-104.711067,4.222768,10.55692
bucket,0.4,-1,-102.0,9,-101.884834,4.317581,10.793952499999998
bucket,0.4,-1,-100.0,8,-100.3581465,4.3909839999999996,10.97746
bucket,0.4,-1,-98.0,24,-97.65830249999999,4.434672,11.08668
bucket,0.4,-1,-96.0,18,-95.934845,3.8224145,9.556036249999998
bucket,0.4,-1,-92.0,3,-91.460091,2.256308,5.64077
bucket,0.4,-1,-72.0,2,-72.663006,2.2248634999999997,5.56215875
bucket,0.4,-1,-70.0,6,-69.62729250000001,3.0280965,7.57024125
bucket,0.4,-1,-68.0,1,-67.481606,2.949055,7.3726375
bucket,0.4,-1,-66.0,1,-65.851311,4.172107,10.430267499999998
bucket,0.4,-1,-62.0,4,-62.006962,2.9478655,7.369663749999999
bucket,0.4,-1,-58.0,1,-58.082027,5.0194,12.548499999999999
bucket,0.4,-1,-56.0,8,-55.6803285,4.4136524999999995,11.03413125
bucket,0.4,-1,-54.0,5,-54.443203,4.715572,11.788929999999999
bucket,0.4,-1,-52.0,9,-51.263901,4.284599,10.7114975
bucket,0.4,-1,-50.0,43,-50.008278,4.624396,11.560989999999999
bucket,0.4,-1,-48.0,27,-48.128529,4.500233,11.250582499999998
bucket,0.4,-1,-46.0,52,-45.8763295,4.7865905,11.96647625
bucket,0.4,-1,-44.0,55,-44.067627,5.014797,12.536992499999998
bucket,0.4,-1,-42.0,31,-42.209106,4.118798,10.296994999999999
bucket,0.4,-1,-40.0,57,-39.95528,4.842175,12.105437499999999
bucket,0.4,-1,-38.0,58,-38.062402500000005,4.9537130000000005,12.3842825
bucket,0.4,-1,-36.0,55,-36.01683,5.188859,12.972147499999998
bucket,0.4,-1,-34.0,53,-33.990612,5.407231,13.5180775
bucket,0.4,-1,-32.0,51,-32.011402,5.639761,14.0994025
bucket,0.4,-1,-30.0,49,-29.962563,5.857201,14.6430025
bucket,0.4,-1,-28.0,46,-28.017298,6.150806,15.377015
bucket,0.4,-1,-26.0,45,-25.999277,6.260332,15.65083
bucket,0.4,-1,-24.0,43,-23.994329,6.726968,16.81742
bucket,0.4,-1,-22.0,42,-21.992825500000002,6.7852505,16.96312625
bucket,0.4,-1,-20.0,38,-19.9861365,7.4580855,18.645213749999996
bucket,0.4,-1,-18.0,36,-17.993088,7.79399,19.484975
bucket,0.4,-1,-16.0,35,-15.991754,8.150801,20.377002499999996
bucket,0.4,-1,-14.0,34,-14.01595,8.7007715,21.751928749999998
bucket,0.4,-1,-12.0,32,-12.005614000000001,9.245601,23.114002499999998
bucket,0.4,-1,-10.0,30,-9.9867805,9.6533965,24.13349125
bucket,0.4,-1,-8.0,29,-8.005883,9.391379,23.4784475
bucket,0.4,-1,-6.0,28,-6.0447855,9.6862435,24.21560875
bucket,0.4,-1,-4.0,28,-3.9834415,10.629760000000001,26.574399999999997
bucket,0.4,-1,-2.0,25,-1.992188,10.966883,27.417207499999996
bucket,0.4,-1,-0.0,24,-0.029288,11.968394,29.920984999999998
bucket,0.4,-1,2.0,12,1.690376,12.4064115,31.016028749999997
bucket,0.4,1,-98.0,1,-97.310234,22.171053,55.4276325
bucket,0.4,1,-96.0,4,-96.1105615,23.101196,57.75299
bucket,0.4,1,-94.0,5,-93.954262,22.347076,55.86769
bucket,0.4,1,-92.0,4,-91.6875495,21.9755595,54.93889874999999
bucket,0.4,1,-90.0,4,-89.87480199999999,23.319708,58.29926999999999
bucket,0.4,1,-88.0,6,-87.864338,22.2258395,55.564598749999995
bucket,0.4,1,-86.0,9,-86.008125,21.655109,54.1377725
bucket,0.4,1,-84.0,8,-84.00184250000001,22.6648845,56.66221125
bucket,0.4,1,-82.0,9,-81.950775,21.023312,52.558279999999996
bucket,0.4,1,-80.0,8,-80.02920900000001,21.078028500000002,52.69507125
bucket,0.4,1,-78.0,10,-77.95363599999999,21.335124,53.33780999999999
bucket,0.4,1,-76.0,8,-75.98048750000001,21.578176499999998,53.94544125
bucket,0.4,1,-74.0,9,-74.044037,22.132416,55.331039999999994
bucket,0.4,1,-72.0,9,-71.864098,22.284355,55.7108875
bucket,0.4,1,-70.0,8,-69.9792975,22.179014,55.447534999999995
bucket,0.4,1,-68.0,9,-67.905281,22.359377,55.898442499999994
bucket,0.4,1,-66.0,8,-66.023163,22.5925455,56.48136375
bucket,0.4,1,-64.0,9,-63.914761,22.762117,56.905292499999995
bucket,0.4,1,-62.0,8,-62.03644,22.152361,55.3809025
bucket,0.4,1,-60.0,9,-59.985107,22.468994,56.172484999999995
bucket,0.4,1,-58.0,8,-57.967171,22.118002,55.295005
bucket,0.4,1,-56.0,8,-56.183473500000005,22.6622675,56.655668750000004
bucket,0.4,1,-54.0,9,-53.970989,22.537304,56.343259999999994
bucket,0.4,1,-52.0,8,-51.9056565,23.6046345,59.01158624999999
bucket,0.4,1,-50.0,7,-50.08662,24.75182,61.879549999999995
bucket,0.4,1,-48.0,9,-48.069653,25.018961,62.5474025
bucket,0.4,1,-46.0,7,-45.973591,24.037058,60.09264499999999
bucket,0.4,1,-44.0,7,-44.073666,24.943316,62.35829
bucket,0.4,1,-42.0,9,-41.959721,24.271999,60.6799975
bucket,0.4,1,-40.0,8,-40.0066225,23.866293,59.665732500000004
bucket,0.4,1,-38.0,7,-38.101677,25.817341,64.5433525
bucket,0.4,1,-36.0,7,-35.99078,26.972624,67.43155999999999
bucket,0.4,1,-34.0,7,-33.912624,28.657267,71.6431675
bucket,0.4,1,-32.0,7,-32.054554,26.952713,67.3817825
bucket,0.4,1,-30.0,6,-29.9609095,30.431762499999998,76.07940625
bucket,0.4,1,-28.0,6,-28.063128499999998,31.211651500000002,78.02912875
bucket,0.4,1,-26.0,6,-26.1530935,30.835867999999998,77.08966999999998
bucket,0.4,1,-24.0,7,-24.110226,31.658939,79.1473475
bucket,0.4,1,-22.0,6,-21.82625,32.4854,81.2135
bucket,0.4,1,-20.0,5,-19.846371,32.724743,81.81185749999999
bucket,0.4,1,-18.0,6,-17.890259999999998,34.655660499999996,86.63915125
bucket,0.4,1,-16.0,4,-16.068368,37.160402500000004,92.90100625
bucket,0.4,1,-14.0,6,-14.1178505,35.298378,88.245945
bucket,0.4,1,-12.0,5,-12.005997,36.65287,91.63217499999999
bucket,0.4,1,-10.0,5,-9.839229,37.921581,94.80395250000001
bucket,0.4,1,-6.0,4,-5.8283915,45.432804000000004,113.58201
bucket,0.4,1,-4.0,4,-4.0365459999999995,42.764568,106.91141999999999
bucket,0.4,1,-2.0,5,-2.031995,44.361443,110.90360749999999
bucket,0.4,1,-0.0,4,0.19033,46.43309,116.082725
bucket,0.4,1,2.0,4,2.3255974999999998,49.3216455,123.30411375
bucket,0.4,1,4.0,3,4.014881,49.350697,123.37674249999999
bucket,0.4,1,6.0,4,6.0852885,51.494413,128.7360325
bucket,0.4,1,10.0,3,10.133118,54.930866,137.327165
bucket,0.4,1,12.0,4,11.918556500000001,57.143817999999996,142.859545
bucket,0.4,1,14.0,3,14.083358,57.586647,143.96661749999998
bucket,0.4,1,20.0,11,20.249857,-2.587306,-6.468265
bucket,0.4,1,22.0,28,21.779505,1.2509975,3.12749375
bucket,0.6,-1,-116.0,9,-115.91552,31.409157,52.348595
bucket,0.6,-1,-114.0,9,-113.958473,31.071114,51.78519000000001
bucket,0.6,-1,-112.0,9,-112.12841,28.987171,48.311951666666666
bucket,0.6,-1,-110.0,11,-110.165863,28.364243,47.273738333333334
bucket,0.6,-1,-108.0,10,-107.999428,27.274272,45.45712
bucket,0.6,-1,-106.0,10,-106.044033,26.116543,43.527571666666674
bucket,0.6,-1,-104.0,11,-104.196838,26.578781,44.29796833333334
bucket,0.6,-1,-102.0,11,-102.047295,25.101477,41.835795
bucket,0.6,-1,-100.0,11,-99.9897,25.50305,42.50508333333334
bucket,0.6,-1,-98.0,11,-98.133308,24.967848,41.613080000000004
bucket,0.6,-1,-96.0,12,-96.052261,24.5253735,40.875622500000006
bucket,0.6,-1,-94.0,12,-93.939232,24.225897,40.376495000000006
bucket,0.6,-1,-92.0,11,-91.98214,24.943253,41.57208833333333
bucket,0.6,-1,-90.0,12,-89.9516605,24.171048,40.28508000000001
bucket,0.6,-1,-88.0,11,-87.881401,23.735495,39.559158333333336
bucket,0.6,-1,-86.0,12,-86.1008415,24.039299999999997,40.0655
bucket,0.6,-1,-84.0,12,-84.04577599999999,23.700553499999998,39.5009225
bucket,0.6,-1,-82.0,12,-81.915817,23.420957,39.03492833333333
bucket,0.6,-1,-80.0,11,-80.054169,24.165339,40.275565
bucket,0.6,-1,-78.0,12,-78.071068,24.1782605,40.29710083333333
bucket,0.6,-1,-76.0,12,-76.05970400000001,24.071566,40.11927666666667
