t_s,phase,joint,joint_index,command,pass_index,amplitude,direction,target_endpoint_deg,stop_reason,slew_deg,boom_deg,arm_deg,bucket_deg,slew_vel_deg_s,boom_vel_deg_s,arm_vel_deg_s,bucket_vel_deg_s
1.001350,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.988163,-20.118156,86.486267,-42.409149,0.000000,0.000000,0.000000,0.000000
1.022277,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.990772,-20.098936,86.480316,-49.784550,0.124721,0.918758,-0.284704,-352.557587
1.043074,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.994802,-20.110111,86.481544,-50.287827,0.193693,-0.537087,0.059093,-24.189947
1.063816,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.994966,-20.108444,86.480583,-50.959438,0.007902,0.080336,-0.046094,-32.374630
1.084611,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.996592,-20.098936,86.483017,-51.488667,0.078172,0.457208,0.116930,-25.449942
1.105339,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.999160,-20.104620,86.494133,-52.020260,0.123892,-0.274145,0.536428,-25.645075
1.126074,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.997985,-20.099920,86.483757,-52.618244,-0.056656,0.226623,-0.500678,-28.838400
1.146777,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.995253,-20.095181,86.488098,-53.251770,-0.131963,0.228955,0.209821,-30.600164
1.167559,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.000103,-20.099566,86.490150,-53.864262,0.233344,-0.210996,0.098596,-29.471725
1.188287,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.001509,-20.113541,86.486244,-54.642372,0.067882,-0.674205,-0.188487,-37.539948
1.208989,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.996783,-20.115957,86.495041,-55.293915,-0.228302,-0.116790,0.424931,-31.471304
1.229777,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.996223,-20.116737,86.491653,-55.911503,-0.026942,-0.037457,-0.162969,-29.709013
1.250476,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.997958,-20.108992,86.480637,-56.583893,0.083812,0.374183,-0.531908,-32.483349
1.271204,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.997247,-20.102516,86.478943,-57.263592,-0.034270,0.312385,-0.081721,-32.791851
1.291900,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.994515,-20.107010,86.475014,-57.908730,-0.132009,-0.217154,-0.190093,-31.171885
1.312672,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.995335,-20.114059,86.473236,-58.576736,0.039458,-0.339335,-0.085491,-32.158554
1.333370,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.995663,-20.124727,86.476921,-59.423092,0.015840,-0.515462,0.178201,-40.891796
1.354094,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.993327,-20.120848,86.477333,-60.133926,-0.112717,0.187202,0.019775,-34.300144
1.374799,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.994748,-20.104525,86.477882,-60.810333,0.068617,0.788439,0.026391,-32.669743
1.395576,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.997274,-20.098896,86.475395,-61.490837,0.121630,0.270873,-0.119658,-32.752022
1.416277,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.998067,-20.121586,86.490097,-62.213989,0.038273,-1.096066,0.710034,-34.932888
1.437034,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.996277,-20.124468,86.483505,-62.895000,-0.086215,-0.138866,-0.317220,-32.809887
1.457741,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,5.999624,-20.096424,86.491730,-63.586475,0.161623,1.354337,0.397131,-33.392673
1.478496,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.000362,-20.097475,86.487801,-64.445587,0.035542,-0.050680,-0.189556,-41.393581
1.499191,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.001141,-20.105766,86.491295,-65.146355,0.037622,-0.400646,0.168971,-33.859550
1.519887,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.000335,-20.114223,86.491295,-65.814857,-0.038944,-0.408582,0.000000,-32.302101
1.540610,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.002602,-20.121326,86.499657,-66.495422,0.109429,-0.342788,0.403436,-32.842091
1.561315,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.003599,-20.126312,86.490829,-67.174126,0.048163,-0.240814,-0.426207,-32.779675
1.582101,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.005088,-20.114332,86.487198,-67.871735,0.071633,0.576352,-0.174811,-33.561165
1.602796,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.004897,-20.107174,86.489494,-68.698776,-0.009241,0.345863,0.110887,-39.960991
1.623505,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.009118,-20.128771,86.488182,-69.378807,0.203831,-1.042903,-0.063326,-32.837914
1.644200,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.007684,-20.132145,86.493233,-70.055412,-0.069310,-0.163043,0.244235,-32.695164
1.664903,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.007643,-20.113813,86.499245,-70.725365,-0.001979,0.885489,0.290324,-32.359924
1.685607,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.007424,-20.114565,86.495857,-71.396347,-0.010556,-0.036288,-0.163624,-32.407490
1.706297,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.009323,-20.127596,86.491982,-72.066864,0.091774,-0.629875,-0.187510,-32.408188
1.727037,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.013011,-20.126421,86.494080,-72.745522,0.177833,0.056643,0.101431,-32.721584
1.747839,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.019186,-20.115753,86.509926,-73.419144,0.296835,0.512894,0.761788,-32.383884
1.768644,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.020634,-20.117762,86.501297,-74.258430,0.069598,-0.096518,-0.414961,-40.340481
1.789332,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.020388,-20.115124,86.500259,-74.928772,-0.011885,0.127435,-0.050182,-32.401100
1.810123,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.021112,-20.122801,86.498016,-75.586945,0.034825,-0.369274,-0.107760,-31.658670
1.830815,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.022669,-20.119469,86.496651,-76.250526,0.075259,0.161081,-0.066017,-32.069080
1.851594,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.024377,-20.114168,86.511597,-76.887856,0.082177,0.255076,0.719210,-30.671602
1.872291,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.026781,-20.151119,86.509491,-77.521645,0.116158,-1.785268,-0.101638,-30.621140
1.893084,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.027833,-20.128006,86.495750,-78.176193,0.050587,1.111603,-0.660918,-31.479647
1.913774,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.028256,-20.099947,86.499138,-79.020630,0.020467,1.356091,0.163734,-40.812469
1.934464,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.026644,-20.121382,86.496155,-79.660225,-0.077910,-1.035934,-0.143935,-30.913612
1.955154,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.028133,-20.135151,86.509056,-80.312515,0.071967,-0.665529,0.623273,-31.527117
1.975863,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.028967,-20.123034,86.507797,-80.984398,0.040238,0.585104,-0.060687,-32.444565
1.996549,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.030934,-20.106546,86.496483,-81.663673,0.095092,0.797053,-0.546777,-32.836662
2.017232,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.033420,-20.112133,86.492195,-82.322624,0.120206,-0.270133,-0.207388,-31.860214
2.037976,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.035100,-20.118773,86.492905,-83.146538,0.080998,-0.320040,0.034243,-39.717861
2.058675,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.038939,-20.115849,86.489326,-83.821213,0.185449,0.141232,-0.172910,-32.594810
2.079367,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.040127,-20.133034,86.487633,-84.506615,0.057436,-0.830512,-0.081863,-33.124413
2.100054,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.041206,-20.113882,86.490883,-85.161636,0.052166,0.925784,0.157159,-31.663195
2.120757,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.043624,-20.096901,86.484276,-85.842384,0.116789,0.820162,-0.319355,-32.881699
2.141458,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.046343,-20.113977,86.486870,-86.525635,0.131319,-0.824868,0.125380,-33.005936
2.162152,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.049280,-20.121655,86.486374,-87.213593,0.141923,-0.370979,-0.023764,-33.243908
2.182901,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.050728,-20.110876,86.485397,-88.043663,0.069786,0.519443,-0.047402,-40.004673
2.203613,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.052749,-20.113117,86.488564,-88.723663,0.097617,-0.108170,0.153021,-32.832806
2.224308,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.053788,-20.127323,86.490967,-89.414078,0.050164,-0.686450,0.116168,-33.359802
2.245001,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.055700,-20.122515,86.487007,-90.102882,0.092420,0.232369,-0.191441,-33.286594
2.265690,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.057435,-20.121641,86.491211,-90.778465,0.083854,0.042257,0.203363,-32.653946
2.286384,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.059484,-20.129181,86.488426,-91.455383,0.099019,-0.364389,-0.134665,-32.711483
2.307078,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.061724,-20.111122,86.492470,-92.149475,0.108259,0.872674,0.195395,-33.541199
2.327786,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.062790,-20.107706,86.492935,-92.847061,0.051454,0.164917,0.022429,-33.686588
2.348477,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.063459,-20.112501,86.498619,-93.710854,0.032350,-0.231732,0.274645,-41.747066
2.369170,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.065809,-20.110918,86.497253,-94.389809,0.113550,0.076580,-0.066017,-32.812336
2.389861,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.066574,-20.130316,86.498833,-95.092278,0.036969,-0.937432,0.076579,-33.948246
2.410555,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.069046,-20.126518,86.494461,-95.793007,0.119482,0.183513,-0.211239,-33.861870
2.431244,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.068568,-20.114552,86.488892,-96.487595,-0.023110,0.578409,-0.269396,-33.573135
2.451942,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.070931,-20.118608,86.491730,-97.200127,0.114178,-0.196016,0.137277,-34.425186
2.472697,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.072106,-20.104607,86.496788,-97.913719,0.056605,0.674658,0.243535,-34.383545
2.493400,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.071997,-20.098801,86.488182,-98.798790,-0.005278,0.280419,-0.415681,-42.749779
2.514104,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.072980,-20.119768,86.492714,-99.512367,0.047505,-1.012774,0.219049,-34.465313
2.534805,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.074947,-20.112324,86.483124,-100.222778,0.095025,0.359641,-0.463244,-34.317707
2.555496,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.076423,-20.128212,86.488785,-100.962776,0.071302,-0.767814,0.273323,-35.764065
2.576249,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.077734,-20.104919,86.489983,-101.708984,0.063193,1.122334,0.057927,-35.957787
2.596943,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.078568,-20.110439,86.491676,-102.429092,0.040265,-0.266670,0.081849,-34.795879
2.617732,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.080589,-20.108896,86.490120,-103.163475,0.097254,0.074255,-0.074912,-35.326817
2.638424,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.081272,-20.099579,86.486923,-104.096138,0.033009,0.450237,-0.154480,-45.073231
2.659143,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.081914,-20.098446,86.483780,-104.860352,0.030988,0.054724,-0.151644,-36.885181
2.679835,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.084701,-20.110085,86.485992,-105.615723,0.134672,-0.562452,0.106945,-36.504242
2.700606,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.087679,-20.105343,86.485939,-106.388184,0.143376,0.228218,-0.002631,-37.190670
2.721295,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.089332,-20.120329,86.491241,-107.155891,0.079889,-0.724282,0.256173,-37.105110
2.742069,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.090548,-20.098145,86.484901,-107.954948,0.058524,1.067895,-0.305113,-38.464272
2.762812,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.091640,-20.118444,86.488396,-108.748268,0.052685,-0.978622,0.168592,-38.245968
2.783572,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.092952,-20.096588,86.489189,-109.758003,0.063171,1.052856,0.038166,-48.639992
2.804265,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.094714,-20.110413,86.494110,-110.568497,0.085154,-0.668031,0.237640,-39.165302
2.825039,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.096831,-20.099224,86.494736,-111.407387,0.101928,0.538573,0.030250,-40.383469
2.845727,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.099044,-20.102392,86.478073,-112.238251,0.106964,-0.153183,-0.805534,-40.159809
2.866515,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.099755,-20.094715,86.487961,-113.088585,0.034173,0.369332,0.475794,-40.907768
2.887201,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.103006,-20.096027,86.486076,-113.941780,0.157157,-0.063391,-0.091125,-41.242535
2.908002,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.106203,-20.068802,86.472336,-114.829926,0.153681,1.308913,-0.660696,-42.699589
2.928697,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.110820,-20.087667,86.477882,-115.926430,0.223097,-0.911531,0.267981,-52.981663
2.949388,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.112882,-20.073009,86.481789,-116.825134,0.099691,0.708404,0.188820,-43.434452
2.970078,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.118169,-20.080194,86.484192,-117.790306,0.255513,-0.347287,0.116202,-46.649326
2.990845,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.111981,-20.039146,86.387314,-117.651070,-0.297981,1.976673,-4.665080,6.704902
3.011534,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.104003,-20.362173,86.591019,-117.774284,-0.385602,-15.613598,9.846068,-5.955709
3.032286,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.094277,-20.309649,86.493019,-117.886215,-0.468683,2.531019,-4.722375,-5.393803
3.053065,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.098389,-20.196581,86.478180,-118.124168,0.197878,5.441311,-0.713938,-11.451273
3.073757,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.110820,-20.130478,86.455017,-118.233368,0.600753,3.194554,-1.119645,-5.277385
3.094445,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.111912,-20.095043,86.435860,-118.340614,0.052827,1.712915,-0.925793,-5.184309
3.115217,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.113907,-20.107283,86.450752,-118.357941,0.096014,-0.589236,0.716817,-0.833875
3.135903,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.107364,-20.235569,86.498100,-118.305374,-0.316310,-6.201394,2.288790,2.541046
3.156681,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.112473,-20.289362,86.527466,-118.306763,0.245887,-2.589045,1.413521,-0.067060
3.177378,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.115997,-20.177197,86.471512,-118.410950,0.170280,5.419274,-2.703367,-5.033833
3.198167,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.120013,-20.089020,86.433487,-118.536736,0.193193,4.241707,-1.829421,-6.050757
3.218857,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.125805,-20.107489,86.444550,-118.592293,0.279929,-0.892603,0.534770,-2.685072
3.239558,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.125860,-20.164671,86.465645,-118.551987,0.002640,-2.762372,1.018897,1.947386
3.260240,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.125013,-20.205324,86.476379,-118.521263,-0.040949,-1.965561,0.519130,1.485399
3.280944,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.126625,-20.190121,86.484192,-118.576859,0.077861,0.734403,0.377429,-2.685553
3.301652,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.125915,-20.125261,86.449928,-118.655899,-0.034301,3.131951,-1.654366,-3.816652
3.322375,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.126160,-20.063091,86.436104,-118.726410,0.011866,3.000111,-0.667131,-3.402894
3.343158,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.125040,-20.093555,86.454628,-118.751671,-0.053895,-1.465685,0.891242,-1.215270
3.363878,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.125204,-20.168768,86.485588,-118.718056,0.007912,-3.630153,1.493993,1.622558
3.384742,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.127608,-20.179916,86.498894,-118.702194,0.115236,-0.534278,0.637729,0.760168
3.405444,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.129384,-20.139263,86.490311,-118.752258,0.085822,1.964661,-0.414586,-2.419517
3.426226,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.132458,-20.102379,86.472878,-118.812035,0.147822,1.773861,-0.838314,-2.874969
3.446918,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.133250,-20.095877,86.457886,-118.834686,0.038290,0.314240,-0.724865,-1.094560
3.467722,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.133264,-20.114769,86.485504,-118.824684,0.000657,-0.908145,1.327744,0.480667
3.488434,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.130859,-20.152691,86.496429,-118.798317,-0.116075,-1.830823,0.527615,1.272870
3.509147,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.130859,-20.157240,86.497742,-118.814278,0.000000,-0.219631,0.063317,-0.770356
3.529853,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.128319,-20.110685,86.486053,-118.855217,-0.122703,2.248230,-0.564696,-1.977096
3.550657,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.127267,-20.080236,86.478455,-118.900963,-0.050562,1.463669,-0.365096,-2.199115
3.571356,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.128100,-20.094074,86.477089,-118.892998,0.040256,-0.668512,-0.065993,0.384741
3.592157,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.128633,-20.132404,86.498154,-118.873497,0.025612,-1.842779,1.012675,0.937808
3.612866,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.129999,-20.144905,86.498566,-118.859261,0.065962,-0.603553,0.019789,0.687325
3.633625,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.134398,-20.123020,86.487282,-118.881783,0.211893,1.054201,-0.543552,-1.085129
3.654323,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.133086,-20.099510,86.473862,-118.908066,-0.063359,1.135847,-0.648112,-1.269825
3.675124,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.131734,-20.087900,86.467224,-118.915550,-0.065015,0.558207,-0.319163,-0.359879
3.695821,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.132143,-20.088268,86.481949,-118.907944,0.019800,-0.017820,0.711473,0.367616
3.716524,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.134056,-20.116068,86.493073,-118.891563,0.092377,-1.342762,0.537105,0.791141
3.737223,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.133810,-20.113567,86.483917,-118.889160,-0.011879,0.120772,-0.442172,0.116153
3.758033,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.133619,-20.087723,86.471436,-118.906746,-0.009190,1.241996,-0.599992,-0.844846
3.778731,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.134644,-20.068993,86.467636,-118.922165,0.049498,0.904818,-0.183471,-0.745105
3.799489,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.133482,-20.076029,86.472145,-118.923370,-0.055936,-0.338905,0.217162,-0.057910
3.820184,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.134521,-20.118908,86.491486,-118.916321,0.050166,-2.071985,0.934670,0.340600
3.840975,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.137758,-20.129782,86.492935,-118.903549,0.155721,-0.523012,0.069647,0.614342
3.861663,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.138632,-20.098431,86.478073,-118.909691,0.042257,1.515322,-0.718375,-0.297122
3.882442,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.138236,-20.092775,86.475830,-118.920227,-0.019065,0.272176,-0.107819,-0.506879
3.903129,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.136255,-20.087845,86.467964,-118.917053,-0.095749,0.238382,-0.380355,0.153199
3.923831,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.134384,-20.104879,86.473648,-118.914902,-0.090400,-0.822837,0.274499,0.104257
3.944515,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.134657,-20.098856,86.487747,-118.907661,0.013209,0.291260,0.681588,0.350040
3.965302,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.134124,-20.106028,86.476791,-118.905106,-0.025629,-0.345010,-0.527043,0.122889
3.986006,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.133878,-20.105221,86.477036,-118.916946,-0.011876,0.038926,0.011876,-0.572017
4.006787,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.134097,-20.104811,86.484955,-118.929749,0.010518,0.019721,0.381277,-0.615960
4.027546,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.131884,-20.101915,86.482201,-118.927505,-0.106601,0.139503,-0.132922,0.107917
4.048309,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.129807,-20.123240,86.483047,-118.904343,-0.100008,-1.027057,0.040793,1.115880
4.068999,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.132745,-20.129509,86.489052,-118.904541,0.141946,-0.303039,0.290495,-0.009903
4.089788,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.133919,-20.126955,86.475807,-118.912682,0.056510,0.122876,-0.637380,-0.391627
4.110473,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.135559,-20.124208,86.475395,-118.919022,0.079247,0.132739,-0.019812,-0.306422
4.131220,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.133878,-20.109005,86.475479,-118.921089,-0.080989,0.732849,0.003951,-0.099425
4.151907,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.134384,-20.120138,86.482010,-118.920052,0.024432,-0.538158,0.315631,0.050184
4.172692,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.133332,-20.128580,86.465012,-118.911453,-0.050608,-0.406180,-0.817618,0.413410
4.193381,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.135559,-20.115248,86.472610,-118.917946,0.107622,0.644411,0.367103,-0.313622
4.214083,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.135559,-20.101315,86.462418,-118.914009,0.000000,0.673064,-0.492260,0.190042
4.234768,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.135846,-20.106750,86.456871,-118.915237,0.013868,-0.262838,-0.268121,-0.059436
4.255525,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.138250,-20.112337,86.463593,-118.908379,0.115827,-0.269165,0.323788,0.330369
4.276214,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.138509,-20.112898,86.469902,-118.902969,0.012545,-0.027071,0.305044,0.261467
4.296997,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.138018,-20.095318,86.470146,-118.903381,-0.023662,0.845907,0.011831,-0.019718
4.317787,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.139110,-20.099428,86.481270,-118.914284,0.052565,-0.197775,0.534846,-0.524333
4.338567,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.140886,-20.111805,86.476952,-118.917358,0.085463,-0.595609,-0.207740,-0.147916
4.359249,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.140094,-20.108814,86.485367,-118.928680,-0.038308,0.144644,0.406853,-0.547534
4.379935,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.140408,-20.101027,86.484108,-118.925690,0.015188,0.376405,-0.060753,0.144619
4.400610,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.139889,-20.093569,86.479988,-118.920570,-0.025107,0.360751,-0.199537,0.247769
4.421291,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.140217,-20.111942,86.484764,-118.925728,0.015853,-0.888422,0.231188,-0.249683
4.441962,seek_endstop,bucket,3,-1.000000,-1,1.000000,-1,nan,,6.141037,-20.122255,86.488670,-118.931839,0.039654,-0.498975,0.189016,-0.295419
