t_s,phase,joint,joint_index,command,pass_index,amplitude,direction,target_endpoint_deg,stop_reason,slew_deg,boom_deg,arm_deg,bucket_deg,slew_vel_deg_s,boom_vel_deg_s,arm_vel_deg_s,bucket_vel_deg_s
557.490252,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.259482,-50.391972,28.627260,-120.440598,-1.100103,-0.429614,0.852629,-0.919282
557.511016,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.284931,-50.405098,28.626797,-120.436157,1.225607,-0.632211,-0.022367,0.213807
557.531710,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.282868,-50.393024,28.633968,-120.434189,-0.099677,0.583539,0.346559,0.095056
557.552411,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.314656,-50.398174,28.646221,-120.411896,1.535621,-0.248788,0.591943,1.076980
557.573105,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.318181,-50.383488,28.648394,-120.414101,0.170311,0.709628,0.104959,-0.106279
557.593814,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.318276,-50.376507,28.639240,-120.416710,0.004617,0.337060,-0.441938,-0.125985
557.614517,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.331390,-50.407177,28.651426,-120.423058,0.633440,-1.481325,0.588571,-0.306822
557.635211,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.335884,-50.420113,28.636591,-120.413704,0.217173,-0.625114,-0.716868,0.452168
557.655972,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.314384,-50.413254,28.627220,-120.422005,-1.035713,0.330323,-0.451397,-0.400072
557.676702,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.317074,-50.401726,28.636837,-120.424217,0.129814,0.556156,0.463903,-0.106750
557.697405,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.310517,-50.389717,28.637917,-120.429085,-0.316715,0.579985,0.052126,-0.234897
557.718117,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.302922,-50.376278,28.654268,-120.431938,-0.366701,0.648982,0.789463,-0.137843
557.738878,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.308003,-50.376209,28.659103,-120.430489,0.244777,0.003290,0.232933,0.069748
557.759566,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.319998,-50.381863,28.647219,-120.438126,0.579735,-0.273360,-0.574452,-0.369102
557.780356,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.282131,-50.374706,28.641344,-120.445541,-1.821417,0.344308,-0.282543,-0.356793
557.801056,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.286953,-50.384171,28.635921,-120.439873,0.232942,-0.457306,-0.261978,0.273856
557.821834,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.260848,-50.379047,28.622931,-120.446693,-1.256464,0.246559,-0.625273,-0.328088
557.842535,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.254045,-50.381031,28.626673,-120.447227,-0.328615,-0.095681,0.180804,-0.025735
557.863341,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.257133,-50.377083,28.632931,-120.452484,0.148381,0.189744,0.300701,-0.252773
557.884041,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.258171,-50.364365,28.636414,-120.445450,0.050153,0.614373,0.168276,0.339852
557.904833,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.289754,-50.353970,28.632738,-120.420341,1.518998,0.499982,-0.176735,1.207577
557.925544,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.305845,-50.366043,28.632055,-120.420135,0.776969,-0.583057,-0.032978,0.009893
557.946378,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.269605,-50.369595,28.617426,-120.423851,-1.739616,-0.170486,-0.702272,-0.178355
557.967075,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.278702,-50.387737,28.614584,-120.425232,0.439542,-0.876445,-0.137274,-0.066657
557.987768,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.251778,-50.397163,28.605991,-120.423508,-1.301179,-0.455512,-0.415242,0.083180
558.008458,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.258813,-50.387806,28.594790,-120.420685,0.340015,0.452253,-0.541383,0.136666
558.029259,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.251300,-50.367275,28.592823,-120.417351,-0.361216,0.987104,-0.094573,0.160248
558.049953,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.256886,-50.362385,28.613287,-120.422401,0.269972,0.236308,0.988799,-0.244229
558.070768,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.270424,-50.347630,28.601074,-120.415123,0.650375,0.708784,-0.586716,0.349798
558.091467,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.250412,-50.357140,28.623285,-120.427170,-0.966849,-0.459336,1.073103,-0.582089
558.112201,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.238773,-50.348598,28.620691,-120.432854,-0.561344,0.411784,-0.125182,-0.274084
558.132899,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.258266,-50.356426,28.611935,-120.429695,0.941754,-0.378154,-0.423030,0.152449
558.153623,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.266736,-50.379200,28.601606,-120.418945,0.408683,-1.098831,-0.498330,0.518764
558.174325,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.290409,-50.376263,28.596498,-120.402954,1.143543,0.141871,-0.246789,0.772700
558.195023,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.297075,-50.357986,28.606346,-120.402977,0.322065,0.883039,0.475838,-0.001320
558.215826,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.297936,-50.362846,28.622002,-120.392761,0.041370,-0.233774,0.752542,0.491188
558.236517,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.290532,-50.352821,28.619665,-120.397034,-0.357831,0.484591,-0.112895,-0.206644
558.257269,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.341800,-50.317947,28.611866,-120.375015,2.470521,1.680586,-0.375877,1.061146
558.277966,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.320366,-50.336990,28.610458,-120.388290,-1.035566,-0.920063,-0.067982,-0.641536
558.298758,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.305737,-50.350403,28.607153,-120.387268,-0.703641,-0.645169,-0.158993,0.049275
558.319453,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.292772,-50.361221,28.599257,-120.390244,-0.626398,-0.522768,-0.381515,-0.143893
558.340257,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.292745,-50.357670,28.598560,-120.389931,-0.001313,0.170732,-0.033490,0.015103
558.361053,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.291584,-50.356045,28.603437,-120.395721,-0.055834,0.078168,0.234503,-0.278513
558.381861,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.287992,-50.345131,28.613533,-120.394875,-0.172656,0.524534,0.485144,0.040702
558.402566,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.338193,-50.351700,28.624434,-120.379387,2.424658,-0.317350,0.526497,0.748180
558.423354,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.333508,-50.352795,28.636017,-120.389946,-0.225399,-0.052571,0.557255,-0.507970
558.444045,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.336376,-50.372246,28.635429,-120.382874,0.138638,-0.940099,-0.028388,0.341974
558.464847,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.326718,-50.377586,28.636099,-120.396996,-0.464279,-0.256765,0.032178,-0.679017
558.485578,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.316624,-50.384869,28.638067,-120.393608,-0.486954,-0.351213,0.094887,0.163416
558.506465,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.288305,-50.400265,28.627220,-120.397148,-1.355821,-0.737101,-0.519306,-0.169396
558.527230,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.299493,-50.405293,28.643476,-120.392090,0.538774,-0.242086,0.782834,0.243402
558.548055,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.296160,-50.383392,28.637123,-120.386337,-0.160062,1.051554,-0.305036,0.276172
558.568757,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.325953,-50.376755,28.637316,-120.386459,1.439044,0.320667,0.009237,-0.005938
558.589588,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.326349,-50.380306,28.646276,-120.393562,0.019018,-0.170510,0.430211,-0.341021
558.610286,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.324724,-50.387424,28.647343,-120.401146,-0.078532,-0.343827,0.051475,-0.366265
558.631099,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.326992,-50.413952,28.639078,-120.398003,0.108959,-1.274686,-0.397108,0.150967
558.651794,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.325052,-50.407177,28.632137,-120.402596,-0.093728,0.327387,-0.335308,-0.221778
558.672546,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.316896,-50.403912,28.636564,-120.397812,-0.393000,0.157331,0.213286,0.230402
558.693242,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.324342,-50.386425,28.635389,-120.396011,0.359714,0.844832,-0.056762,0.087123
558.713963,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.319806,-50.392792,28.646795,-120.393387,-0.218866,-0.307203,0.550461,0.126573
558.734667,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.326459,-50.393871,28.648613,-120.389519,0.321323,-0.052124,0.087754,0.186724
558.755358,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.332415,-50.371647,28.648256,-120.395958,0.287848,1.074150,-0.017165,-0.310955
558.776159,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.331158,-50.369690,28.639828,-120.395287,-0.060422,0.093917,-0.405223,0.032181
558.796858,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.309520,-50.387520,28.632616,-120.402748,-1.045309,-0.861192,-0.348436,-0.360315
558.817643,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.294016,-50.394867,28.635403,-120.412910,-0.745968,-0.353595,0.134077,-0.488987
558.838340,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.267296,-50.413227,28.637316,-120.422897,-1.291000,-0.887068,0.092403,-0.482475
558.859142,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.278647,-50.390537,28.628941,-120.408821,0.545698,1.090740,-0.402543,0.676377
558.879837,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.277773,-50.381233,28.626413,-120.412758,-0.042245,0.449510,-0.122114,-0.190101
558.900561,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.291284,-50.374733,28.637753,-120.410393,0.651927,0.313769,0.547118,0.114038
558.921269,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.281161,-50.355743,28.638859,-120.419464,-0.488795,0.916903,0.053431,-0.438002
558.941967,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.279658,-50.368652,28.653475,-120.429550,-0.072600,-0.623698,0.706198,-0.487079
558.962712,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.265615,-50.376114,28.651236,-120.440369,-0.676997,-0.359572,-0.108003,-0.521578
558.983429,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.262173,-50.378201,28.643995,-120.450050,-0.166152,-0.100878,-0.349447,-0.467468
559.004254,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.267951,-50.392601,28.654554,-120.452499,0.277477,-0.691396,0.507068,-0.117419
559.024958,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.259482,-50.383694,28.648066,-120.446907,-0.409052,0.430164,-0.313387,0.269842
559.045739,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.273962,-50.367287,28.653175,-120.437157,0.696817,0.789507,0.245858,0.469365
559.066483,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.295204,-50.348206,28.648695,-120.441360,1.023969,0.919926,-0.215988,-0.202818
559.087188,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.301091,-50.339600,28.645403,-120.436363,0.284349,0.415637,-0.158998,0.241465
559.107984,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.286160,-50.334461,28.627083,-120.408958,-0.717990,0.246994,-0.880901,1.317738
559.128679,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.298619,-50.355869,28.638639,-120.423111,0.601984,-1.034330,0.558419,-0.683833
559.149404,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.303413,-50.351059,28.638012,-120.434837,0.231348,0.232007,-0.030319,-0.565517
559.170122,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.286653,-50.358543,28.631414,-120.435501,-0.809047,-0.361335,-0.318476,-0.032309
559.190821,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.290258,-50.369255,28.633791,-120.423302,0.174226,-0.517400,0.114831,0.589334
559.211590,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.292513,-50.359131,28.641317,-120.423264,0.108531,0.487403,0.362428,0.001973
559.232293,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.287964,-50.355415,28.645634,-120.415588,-0.219705,0.179459,0.208489,0.370793
559.253006,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.295628,-50.347137,28.658010,-120.426361,0.369980,0.399658,0.597508,-0.520347
559.273712,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.307403,-50.338779,28.660032,-120.429626,0.568695,0.403760,0.097641,-0.157678
559.294408,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.258854,-50.355076,28.655798,-120.440300,-2.345783,-0.787428,-0.204612,-0.515491
559.315109,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.257870,-50.369541,28.649788,-120.441460,-0.047514,-0.698851,-0.290363,-0.056093
559.335831,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.248116,-50.365826,28.637300,-120.450615,-0.470689,0.179310,-0.602534,-0.441683
559.356525,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.254564,-50.371986,28.645798,-120.442924,0.311562,-0.297700,0.410575,0.371630
559.377275,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.269891,-50.368355,28.639664,-120.432686,0.738669,0.175121,-0.295599,0.493104
559.397973,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.274454,-50.350689,28.642178,-120.427795,0.220432,0.853349,0.121436,0.236271
559.418773,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.250726,-50.335884,28.637342,-120.416122,-1.140781,0.711921,-0.232491,0.561524
559.439471,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.270041,-50.338917,28.641850,-120.408852,0.933188,-0.146512,0.217788,0.351101
559.460266,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.275096,-50.376305,28.655020,-120.415024,0.243070,-1.798059,0.633295,-0.296939
559.480965,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.280806,-50.383514,28.646481,-120.418442,0.275843,-0.348433,-0.412445,-0.164978
559.501739,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.290601,-50.404976,28.650497,-120.420479,0.471503,-1.033097,0.193336,-0.097983
559.522432,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.292731,-50.385567,28.627384,-120.399521,0.102977,0.938016,-1.116906,1.012608
559.543234,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.295053,-50.375824,28.626783,-120.402229,0.111641,0.468234,-0.028895,-0.130029
559.563929,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.307662,-50.368477,28.641058,-120.394669,0.609239,0.355114,0.689767,0.365015
559.584741,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.320134,-50.367111,28.634651,-120.390030,0.599293,0.065640,-0.307851,0.223176
559.605452,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.309547,-50.371346,28.635622,-120.376091,-0.511176,-0.204470,0.046830,0.672774
559.626254,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.322593,-50.371521,28.648338,-120.386719,0.627113,-0.008537,0.611353,-0.510884
559.646945,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.319998,-50.388721,28.654131,-120.404655,-0.125434,-0.831162,0.279915,-0.866812
559.667697,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.311774,-50.387848,28.650852,-120.414360,-0.396300,0.042132,-0.157993,-0.467396
559.688393,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.322620,-50.394962,28.645430,-120.410286,0.524082,-0.343888,-0.262041,0.196696
559.709207,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.316978,-50.366974,28.637520,-120.401123,-0.271048,1.344740,-0.379992,0.440371
559.729903,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.300927,-50.351662,28.638393,-120.401848,-0.775551,0.739908,0.042243,-0.034982
559.750726,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.308537,-50.350525,28.638012,-120.394402,0.365424,0.054453,-0.018370,0.357551
559.771423,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.328781,-50.342957,28.652000,-120.378906,0.978122,0.365641,0.675841,0.748441
559.792162,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.324861,-50.352112,28.645374,-120.387497,-0.189041,-0.441316,-0.319460,-0.414310
559.812862,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.308755,-50.357685,28.645046,-120.401718,-0.778060,-0.269252,-0.015838,-0.686989
559.833615,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.302731,-50.375061,28.637398,-120.407295,-0.290275,-0.837255,-0.368603,-0.268554
559.854356,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.286994,-50.363174,28.628313,-120.397278,-0.758765,0.573026,-0.438003,0.482791
559.875045,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.292321,-50.373188,28.632233,-120.400085,0.257487,-0.483943,0.189484,-0.135346
559.895860,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.307608,-50.343697,28.629557,-120.388283,0.734414,1.416979,-0.128637,0.567054
559.916556,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.340925,-50.326225,28.646509,-120.389511,1.609788,0.844165,0.819084,-0.059402
559.937300,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.334792,-50.332329,28.651085,-120.394577,-0.295690,-0.294373,0.220615,-0.244323
559.958007,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.343521,-50.333546,28.646208,-120.389015,0.421534,-0.058711,-0.235505,0.268489
559.978810,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.340980,-50.350048,28.643940,-120.401978,-0.122137,-0.793231,-0.109004,-0.623159
559.999506,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.358916,-50.360348,28.645552,-120.397736,0.866633,-0.497670,0.077885,0.205272
560.020317,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.330693,-50.343533,28.629597,-120.393295,-1.356151,0.808046,-0.766691,0.213335
560.041012,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.333685,-50.338875,28.632055,-120.393784,0.144556,0.225085,0.118813,-0.023763
560.061773,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.329969,-50.350170,28.636236,-120.381287,-0.178978,-0.544173,0.201351,0.602078
560.082464,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.324670,-50.335964,28.642630,-120.378441,-0.256150,0.686589,0.308965,0.137318
560.103266,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.327743,-50.308315,28.637985,-120.380577,0.147761,1.329192,-0.223283,-0.102448
560.123959,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.325543,-50.302372,28.634542,-120.387627,-0.106279,0.287152,-0.166350,-0.340622
560.144676,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.295218,-50.303249,28.631727,-120.398582,-1.463826,-0.042200,-0.135833,-0.528824
560.165374,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.289754,-50.318615,28.620308,-120.403198,-0.263996,-0.742490,-0.551753,-0.223077
560.186082,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.287786,-50.329327,28.613737,-120.396996,-0.094993,-0.517186,-0.317304,0.299493
560.206851,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.302362,-50.317318,28.614857,-120.391434,0.701796,0.578143,0.053934,0.267695
560.227549,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.301119,-50.312115,28.622330,-120.394943,-0.060057,0.251446,0.361000,-0.169610
560.248359,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.310954,-50.310966,28.625500,-120.391556,0.472661,0.055144,0.152302,0.162805
560.269057,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.320804,-50.315132,28.629459,-120.408401,0.475833,-0.201288,0.191389,-0.813733
560.289856,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.324178,-50.331688,28.638750,-120.413986,0.162224,-0.796012,0.446607,-0.268621
560.310554,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.304588,-50.337795,28.629965,-120.416695,-0.946421,-0.295014,-0.424371,-0.130677
560.331353,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.318222,-50.349747,28.631796,-120.422676,0.655473,-0.574688,0.088009,-0.287673
560.352047,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.275027,-50.359814,28.629951,-120.437538,-2.087236,-0.486494,-0.089113,-0.718189
560.372786,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.282459,-50.356129,28.633013,-120.426682,0.358340,0.177852,0.147552,0.523677
560.393491,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.286311,-50.336662,28.631563,-120.424942,0.186043,0.940111,-0.069931,0.083785
560.414298,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.300777,-50.330994,28.640129,-120.425247,0.695282,0.272466,0.411654,-0.014444
560.434991,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.306023,-50.324066,28.646235,-120.425667,0.253492,0.334689,0.295081,-0.020464
560.455814,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.259222,-50.333382,28.640512,-120.449699,-2.247568,-0.447414,-0.274878,-1.153961
560.476514,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.272268,-50.339230,28.637274,-120.453278,0.630216,-0.282442,-0.156399,-0.172897
560.497221,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.267391,-50.347233,28.633026,-120.455925,-0.235508,-0.386576,-0.205162,-0.127979
560.517918,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.275615,-50.356579,28.625116,-120.439781,0.397335,-0.451457,-0.382154,0.780149
560.538614,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.267022,-50.348110,28.625431,-120.435760,-0.415160,0.409220,0.015181,0.194050
560.559413,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.277008,-50.344296,28.626005,-120.427773,0.480118,0.183246,0.027585,0.384226
560.580113,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.248691,-50.333752,28.633913,-120.432350,-1.367975,0.509444,0.382083,-0.221067
560.600987,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.258048,-50.320007,28.633532,-120.430885,0.448307,0.658390,-0.018325,0.070028
560.621689,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.274768,-50.314491,28.626919,-120.408371,0.807624,0.266569,-0.319355,1.087389
560.642403,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.284508,-50.329353,28.630089,-120.415520,0.470232,-0.717548,0.153007,-0.344924
560.663105,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.271612,-50.348534,28.622385,-120.422119,-0.622893,-0.926422,-0.372152,-0.318705
560.683799,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.259783,-50.349869,28.615746,-120.420341,-0.571653,-0.064690,-0.320812,0.085814
560.704597,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.270260,-50.347656,28.618149,-120.408554,0.503772,0.106403,0.115598,0.566826
560.725291,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.265356,-50.322960,28.613655,-120.401558,-0.236983,1.193496,-0.217179,0.337981
560.746105,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.281503,-50.315117,28.621769,-120.395859,0.775751,0.376718,0.389844,0.273679
560.766800,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.272705,-50.298386,28.617180,-120.374931,-0.425080,0.808577,-0.221781,1.011216
560.787505,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.281721,-50.315540,28.615650,-120.377869,0.435454,-0.828683,-0.073895,-0.141853
560.808203,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.242297,-50.313354,28.619078,-120.385765,-1.904726,0.105598,0.165657,-0.381473
560.828896,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.236109,-50.316349,28.616074,-120.392845,-0.299044,-0.144571,-0.145231,-0.341953
560.849695,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.223938,-50.335541,28.615664,-120.397255,-0.585197,-0.922785,-0.019704,-0.212142
560.870395,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.226725,-50.334106,28.605555,-120.382812,0.134624,0.069292,-0.488343,0.697538
560.891202,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.232475,-50.319954,28.617945,-120.394547,0.276400,0.680168,0.595475,-0.563961
560.911902,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.248991,-50.320160,28.607084,-120.379471,0.797830,-0.009899,-0.524628,0.728540
560.932677,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.250179,-50.309956,28.613819,-120.367378,0.057208,0.491201,0.324180,0.581945
560.953369,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.275615,-50.276527,28.626646,-120.369850,1.229194,1.615380,0.619878,-0.119487
560.974126,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.271080,-50.311237,28.626551,-120.376122,-0.218497,-1.672292,-0.004607,-0.302079
560.994820,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.277596,-50.316757,28.622808,-120.390564,0.314869,-0.266681,-0.180868,-0.697728
561.015620,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.271708,-50.320827,28.611305,-120.396843,-0.283069,-0.195718,-0.553003,-0.302115
561.036319,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.289945,-50.327999,28.615021,-120.384171,0.881004,-0.346462,0.179500,0.612413
561.057053,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.292526,-50.318562,28.613997,-120.384567,0.124526,0.455278,-0.049415,-0.019107
561.077750,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.312321,-50.307850,28.625813,-120.376068,0.956329,0.517434,0.570893,0.410515
561.098545,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.322061,-50.304520,28.617903,-120.372185,0.468371,0.160284,-0.380346,0.186560
561.119241,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.318454,-50.291935,28.620239,-120.362518,-0.174248,0.607889,0.112865,0.467302
561.140064,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.327552,-50.302086,28.621620,-120.361778,0.436997,-0.487521,0.066271,0.035432
561.160907,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.315544,-50.328423,28.625826,-120.374443,-0.576055,-1.263521,0.201849,-0.607512
561.181639,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.306870,-50.346115,28.620499,-120.377243,-0.418392,-0.853256,-0.256965,-0.135071
561.202352,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.286065,-50.350704,28.638311,-120.396011,-1.004401,-0.221588,0.859973,-0.906137
561.223054,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.288579,-50.318821,28.629885,-120.391068,0.121407,1.540023,-0.407110,0.238855
561.243757,sweep,boom,1,0.200000,1,0.200000,1,nan,,9.287240,-50.318615,28.647861,-120.398033,-0.064664,0.009898,0.868343,-0.336516
