timestamp,sample_idx,segment_id,manual_cmd_rotate,manual_cmd_lift,manual_cmd_tilt,manual_cmd_scoop,sine_cmd_rotate,sine_cmd_lift,sine_cmd_tilt,sine_cmd_scoop,combined_cmd_rotate,combined_cmd_lift,combined_cmd_tilt,combined_cmd_scoop,joint_pos_slew,joint_pos_boom,joint_pos_arm,joint_pos_bucket,joint_vel_slew,joint_vel_boom,joint_vel_arm,joint_vel_bucket,pext_lift,pext_tilt,pext_scoop,pret_lift,pret_tilt,pret_scoop,pump_ps,pump_sine_us,pump_cmd_us,pump_mode,pressure_ts,cmd_stale,cmd_age_s,pressure_stale,sine_enabled,pump_enabled
0.0011104440000053728,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2058972,-26.508768,127.67493,-92.16869,,,,,0.52,0.56,0.81,0.94,0.59,0.62,0.7,0.0,1510.0,static,0.0,0,0.0011896109999725013,0,0,1
0.010353499999837368,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2042989,-26.50668,127.67518,-92.171974,,,,,0.52,0.56,0.81,0.94,0.59,0.62,0.7,0.0,1510.0,static,0.0,0,0.00042749999920488335,0,0,1
0.020324629999777244,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.204736,-26.507622,127.673294,-92.166245,,,,,0.52,0.56,0.81,0.94,0.59,0.62,0.7,0.0,1510.0,static,0.0,0,0.0004054629998790915,0,0,1
0.030328185000144003,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2051185,-26.512184,127.67195,-92.16813,,,,,0.52,0.56,0.81,0.94,0.59,0.62,0.7,0.0,1510.0,static,0.0,0,0.00040805499975249404,0,0,1
0.0403263700000025,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2060884,-26.501951,127.671486,-92.16619,,,,,0.52,0.56,0.81,0.94,0.59,0.62,0.7,0.0,1510.0,static,0.0,0,0.0004080930002601235,0,0,1
0.05033836999973573,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2070856,-26.51142,127.67209,-92.1642,,,,,0.52,0.56,0.81,0.94,0.59,0.62,0.7,0.0,1510.0,static,0.0,0,0.00041816599969024537,0,0,1
0.06032296299963491,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2051321,-26.517075,127.67586,-92.16755,,,,,0.52,0.56,0.81,0.94,0.6,0.62,0.71,0.0,1510.0,static,0.05732154846191406,0,0.00040540699956181925,0,0,1
0.07033400000000256,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.205624,-26.514957,127.67504,-92.17377,,,,,0.52,0.56,0.81,0.94,0.6,0.62,0.71,0.0,1510.0,static,0.05732154846191406,0,0.00041440699988015695,0,0,1
0.08032635200015648,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2064162,-26.512102,127.672035,-92.1756,,,,,0.52,0.56,0.81,0.94,0.6,0.62,0.71,0.0,1510.0,static,0.05732154846191406,0,0.00040748200080997776,0,0,1
0.0903334630002064,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2072358,-26.51538,127.67739,-92.17201,,,,,0.52,0.56,0.81,0.94,0.6,0.62,0.71,0.0,1510.0,static,0.05732154846191406,0,0.000414166999689769,0,0,1
